diseases,#White,FPR_White,Gap_White,#Black,FPR_Black,Gap_Black,#Hisp,FPR_Hisp,Gap_Hisp,#Other,FPR_Other,Gap_Other,#Asian,FPR_Asian,Gap_Asian,#American,FPR_American,Gap_American
Enlarged Cardiomediastinum,4434,0.266,0.017146117627104884,367,0.232,-0.017146117627104912,124,0.371,0.12221399488058604,1092,0.23,-0.018900267201417992,893,0.273,0.024482535139950967,116,0.216,-0.0332365056755875
Cardiomegaly,5709,0.282,0.02459269218765181,460,0.243,-0.013589582938579065,181,0.37,0.1130979020482093,1362,0.244,-0.012574451737659698,1097,0.261,0.0036431862738976473,146,0.253,-0.0036431862738977028
Lung Opacity,3995,0.213,0.019613581514050293,356,0.14,-0.05245262483939711,114,0.307,0.11411548081800482,1027,0.164,-0.029318810850797183,767,0.18,-0.012980289899532177,136,0.206,0.01298028989953215
Lung Lesion,10766,0.076,0.010559710344225925,996,0.058,-0.007651719808859009,404,0.045,-0.02133019609022209,2444,0.068,0.0016276234233168346,1905,0.091,0.02545393114139871,249,0.064,-0.0016276234233168485
Edema,7250,0.233,0.021375271858893624,617,0.198,-0.01385928914261536,223,0.274,0.06195235551437531,1692,0.199,-0.01300868509879774,1391,0.196,-0.015328563139495044,187,0.225,0.01300868509879774
Consolidation,6437,0.241,0.030320800343583754,657,0.19,-0.020060497466427768,234,0.252,0.04181750276773685,1617,0.182,-0.028501067550833453,1185,0.23,0.020060497466427768,194,0.16,-0.0505254349360256
Pneumonia,9537,0.139,0.02554101399827044,914,0.107,-0.006380267368393408,374,0.078,-0.03606116698107317,2167,0.12,0.006380267368393422,1625,0.161,0.0476294952978244,224,0.085,-0.02877984536151626
Atelectasis,5493,0.246,0.020086194932800117,550,0.218,-0.00822752666328086,199,0.276,0.04997256470263964,1385,0.192,-0.034351583112247036,1019,0.21,-0.01639953130241012,179,0.235,0.00822752666328086
Pneumothorax,10978,0.055,0.013703018942886766,1076,0.04,-0.0014443762191845913,422,0.021,-0.020080187279985517,2567,0.043,0.0014443762191845913,2020,0.058,0.017008640086163422,274,0.015,-0.026808661352009596
Pleural Effusion,6626,0.217,0.026365314617765978,672,0.18,-0.011051768877268026,250,0.224,0.03288870731320817,1645,0.157,-0.03427238691171586,1202,0.202,0.011051768877268053,204,0.172,-0.01954266523581144
Pleural Other,11034,0.08,0.007558273756205644,1061,0.063,-0.00913787081416266,422,0.028,-0.043849825466618766,2441,0.065,-0.00755827375620563,1878,0.105,0.03314546548018861,249,0.096,0.024099697744709964
Fracture,8964,0.155,0.012415905464805838,895,0.13,-0.013039859245182472,383,0.081,-0.061708850011989655,2065,0.146,0.0031139140717382774,1506,0.168,0.02534589012233812,215,0.14,-0.0031139140717382774
Support Devices,4807,0.181,0.03232491543714369,516,0.151,0.002085584229263693,131,0.13,-0.01930621410199851,1313,0.147,-0.0020855842292637206,1005,0.161,0.012116823382335551,174,0.069,-0.08011168922703141
No Finding,10621,0.066,-0.009328633748317286,938,0.091,0.015664997367091718,406,0.042,-0.03308141833763587,2209,0.08,0.00517341466751324,1863,0.07,-0.005173414667513254,214,0.131,0.05588778197542521
