diseases,#White,FNR_White,Gap_White,#Black,FNR_Black,Gap_Black,#Hisp,FNR_Hisp,Gap_Hisp,#Other,FNR_Other,Gap_Other,#Asian,FNR_Asian,Gap_Asian,#American,FNR_American,Gap_American
Enlarged Cardiomediastinum,8618,0.144,-0.024996329467038614,894,0.21,0.04140960618712264,392,0.194,0.024996329467038614,1733,0.101,-0.06790026367685482,1381,0.093,-0.07619476246575188,188,0.202,0.03324643802109853
Cardiomegaly,9772,0.234,0.00819074907900122,1450,0.33,0.10432156619193472,592,0.36,0.13446369107543893,1653,0.142,-0.08316784699620805,1315,0.13,-0.09529558340817018,175,0.217,-0.008190749079001247
Lung Opacity,11959,0.226,-0.0034013519254759983,1581,0.365,0.13603700638276234,600,0.338,0.10941145293557702,2025,0.124,-0.10447743595331185,1617,0.107,-0.12193363055236359,198,0.232,0.003401351925476026
Lung Lesion,2194,0.509,0.04514631741484193,243,0.576,0.11261802288918094,96,0.615,0.1510696689797159,392,0.418,-0.04514631741484193,375,0.408,-0.05551366435361749,41,0.366,-0.0976600058170321
Edema,7224,0.221,-0.013146456256921374,940,0.327,0.09224220093777244,400,0.247,0.013146456256921374,1273,0.179,-0.055249066131138336,930,0.181,-0.053708382452756054,130,0.262,0.02718491779538293
Consolidation,6772,0.225,-0.029564180905718412,680,0.41,0.15568563668227364,278,0.284,0.02956418090571844,1218,0.151,-0.10354115748366857,1104,0.157,-0.09790558241406053,105,0.286,0.031105804749500532
Pneumonia,4068,0.499,0.03693376974986867,502,0.663,0.2017553095493727,162,0.654,0.19272968365787702,703,0.339,-0.12304222860526332,674,0.263,-0.19898002803205228,73,0.425,-0.03693376974986867
Atelectasis,10276,0.218,-0.0019246572380087479,1208,0.383,0.16298058071115074,526,0.302,0.08198380383707926,1628,0.166,-0.053835648522297025,1373,0.119,-0.1008510973949928,162,0.222,0.0019246572380087201
Pneumothorax,2252,0.462,-0.0025677658506448875,192,0.51,0.04559312816948535,78,0.641,0.1762021025284598,275,0.429,-0.0357326294062722,276,0.467,0.002567765850644832,17,0.353,-0.11188236202659302
Pleural Effusion,9826,0.177,-0.024956994836380808,1163,0.244,0.04256492001601478,515,0.216,0.013902855886587184,1369,0.188,-0.013902855886587184,1249,0.147,-0.05511391092492027,152,0.237,0.0352109805672208
Pleural Other,1608,0.458,-0.002851595680135932,145,0.641,0.18081627187862193,52,0.577,0.11636003845687126,362,0.448,-0.013049226311509454,386,0.298,-0.16263557732630923,41,0.463,0.0028515956801358766
Fracture,3872,0.315,-0.03869918241824183,303,0.393,0.03869918241824177,97,0.454,0.09956815591352947,754,0.308,-0.046347783816843235,760,0.2,-0.15404009150915093,76,0.421,0.0670125400697964
Support Devices,12324,0.084,0.00404386969189538,1562,0.102,0.022016255064886914,711,0.062,-0.01789164907906643,1809,0.076,-0.004043869691895394,1505,0.102,0.021884811009433694,228,0.075,-0.005214915049900695
No Finding,6117,0.267,0.06713007913685032,1625,0.193,-0.007378943637008167,598,0.186,-0.014375599155402818,914,0.19,-0.00962233700512799,651,0.207,0.00737894363700814,131,0.305,0.10534918319798892
