,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.41229409401366013,0.015479301357046338,0.2764965849738851,0.0,0.09594214543993572,-0.013060069309056233,0.20891924467657694,0.033919701339056085,0.006347930895942145,-0.03839772806698083
1,Cardiomegaly,0.41451122099657667,0.009824163664089225,0.2716812476226702,-0.011859416500236697,0.0891974134651959,-0.015615201304402304,0.2181437809052872,0.02828350171803684,0.006466337010270064,0.0
2,Lung Opacity,0.413505659223004,0.020303344568576964,0.2825022942795962,0.0,0.10347200978892628,-0.01878958347589088,0.19386662587947384,0.022094360597546547,0.006653410828999694,-0.043307258119722025
3,Lung Lesion,0.4078315478389361,0.04222408026755853,0.28814185445142226,0.0,0.15847801994828223,0.046620046620046596,0.1370520871813816,-0.014306448268712413,0.008496490579977835,-0.09364548494983282
4,Edema,0.41647145851313033,0.0176116838487973,0.26704475403772654,-0.009165786141969168,0.09567254345949945,0.0,0.21452348662310441,0.021634672354544415,0.006287757366539267,-0.09023145340610472
5,Consolidation,0.4218869574723953,0.01775196768718401,0.2775773477642943,0.01327350315140785,0.10265660872417186,-0.006841247735816514,0.1918661856346343,0.0,0.006012900404504209,-0.03423983423983423
6,Pneumonia,0.40259179265658745,0.0,0.2894168466522678,0.04600281852539867,0.1287257019438445,0.05329521560042627,0.1732181425485961,-0.07140143204221205,0.006047516198704104,-0.10346413243408958
7,Atelectasis,0.42081532970129626,0.021991110131948766,0.28170204771745255,0.0,0.09590456509487132,-0.008952380143691374,0.1950028179597971,0.01506587616552979,0.006575239526582754,-0.08024103272519412
8,Pneumothorax,0.41799437675726336,-0.006585932523077265,0.2942830365510778,0.012965065734613201,0.1682286785379569,0.0,0.10590440487347703,-0.13019202800305663,0.01358950328022493,0.15589280568629338
9,Pleural Effusion,0.4250450856627592,0.005596092298617905,0.27941839495040577,0.0,0.08938232642019837,-0.014073831788536939,0.19950405770964832,0.010353181413135903,0.006650135256988278,-0.024675067174434684
10,Pleural Other,0.39606035205364626,0.11616057050839662,0.29715004191114835,0.10325320414545897,0.1077116512992456,-0.010531212992725414,0.19279128248113997,0.0,0.006286672254819782,-0.08913043478260868
11,Fracture,0.40253536652581295,0.023128205524913237,0.27099026272276316,0.0,0.11243799375344479,-0.039096045197740126,0.20687121072937717,0.002052563446428013,0.007165166268601874,-0.06473707083876568
12,Support Devices,0.4002603036876356,0.0018498446419539238,0.3149674620390456,0.0,0.12390455531453362,-0.0019607843137254832,0.15158351409978307,-0.04667048273230301,0.009284164859002169,0.04797507788161992
13,No Finding,0.3173913043478261,-0.050474917665027985,0.3624223602484472,0.016887161159529263,0.19875776397515527,0.05605945121951217,0.10869565217391304,-0.20202090592334498,0.012732919254658385,0.0
