,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.648854961832061,0.0007524655034547578,0.06412213740458016,-0.02296860187086336,0.027159501807955,0.030537945562809532,0.13668139815186822,0.00158351917248567,0.10920048212133387,-0.0007524655034547578,0.013981518682201688,-0.05658713095218737
1,Cardiomegaly,0.6466337010270065,0.007911322810046473,0.06704069988588816,-0.020412623789870077,0.026721186763027767,0.028208057162150246,0.13607835678965385,-0.007911322810046473,0.1098326359832636,0.01241412393049468,0.013693419551160137,-0.06337952686315618
2,Lung Opacity,0.6511165494034873,-0.001137956509443705,0.06186907311104313,-0.05066809853103371,0.026613643315998775,0.018808905859231007,0.13505659223003977,0.001137956509443816,0.11356684001223616,0.004272739598926822,0.011777301927194861,-0.02910869378250658
3,Lung Lesion,0.643886220908755,-0.0022295852822570295,0.06243073513114149,-0.014430544656525046,0.021425932766900628,0.009136074400810212,0.12892500923531586,0.021733643810947556,0.12818618396749168,0.0022295852822571405,0.015145917990395271,-0.03333659170516112
4,Edema,0.6483787449143139,0.020396779701727707,0.06756256935026507,-0.011752833821422781,0.029466157070644802,0.06848569044330555,0.13574158550117124,0.009957688132739673,0.10615213907039822,-0.009957688132739562,0.012698804093206756,-0.04468813252456216
5,Consolidation,0.6638242046572647,-0.002785304863969107,0.05553733464523888,-0.08807028406370343,0.02492620531321745,0.0036896275262950917,0.12856674319449,0.007449026022535721,0.11665026784738165,0.002785304863969218,0.010495244342407346,-0.09225335492984521
6,Pneumonia,0.6419006479481641,0.02151823392835117,0.05421166306695464,-0.02151823392835117,0.01900647948164147,-0.028218704772248304,0.13520518358531317,0.08374760367968315,0.13542116630669546,0.11611941325008024,0.014254859611231102,-0.04337021992376344
7,Atelectasis,0.6590268645500658,0.01229242731836877,0.05776817584069134,-0.0601042316539222,0.024704114221303777,0.005214634462495593,0.13225624647755024,-0.005214634462495704,0.11581814766109337,0.009288287088783487,0.01042645124929551,-0.06230155092441214
8,Pneumothorax,0.7174320524835989,0.0545388834265198,0.04170571696344892,0.009272148752112963,0.01874414245548266,-0.023873918663617377,0.10590440487347703,-0.009272148752112963,0.10871602624179943,0.0304364261639688,0.007497656982193065,-0.03637391866361739
9,Pleural Effusion,0.66309738503156,0.03406377911670133,0.05556807935076646,-0.05528466841613899,0.023895401262398558,-0.006689238051410196,0.12939585211902616,0.006689238051410196,0.11834986474301172,0.020220016216334624,0.00969341749323715,-0.05309116872275721
10,Pleural Other,0.6181894383906119,0.021494607087827466,0.04358759430008382,-0.028146853146853168,0.016764459346186086,0.004545454545454519,0.14752724224643754,-0.004545454545454519,0.1567476948868399,0.1264705882352941,0.017183570829840736,-0.010088691796008908
11,Fracture,0.6512952415947088,0.02705378613816245,0.04960499724416682,-0.016528724440116882,0.01451405474921918,0.0049902629016552735,0.13374977034723498,-0.0049902629016552735,0.13705677016351278,0.09446323266444079,0.01377916590115745,-0.10319539110678355
12,Support Devices,0.6682863340563991,0.00042775832181185525,0.056312364425162686,0.001262992521481432,0.028720173535791756,0.031204478144261638,0.12841648590021693,-0.0004277583218117442,0.10819956616052061,-0.023774601556385555,0.010065075921908894,-0.004528410698326213
13,No Finding,0.5863354037267081,-0.06246933366044105,0.0704968944099379,-0.007748584015103921,0.017391304347826087,0.00774858401510381,0.1813664596273292,0.021202595756786735,0.12080745341614907,-0.03462196317549482,0.02360248447204969,0.023726027624126345
