,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.648854961832061,-0.0003952095535554312,0.06412213740458016,-0.017682545540581796,0.027159501807955,0.03171609899976313,0.13668139815186822,0.004487076044244476,0.10920048212133387,0.00039520955355532017,0.013981518682201688,-0.06132613727854741
1,Cardiomegaly,0.6466337010270065,0.0020210508445802633,0.06704069988588816,-0.02508366338153567,0.026721186763027767,0.020700138137860535,0.13607835678965385,-0.0014430014430014682,0.1098326359832636,0.0014430014430014682,0.013693419551160137,-0.0431096681096681
2,Lung Opacity,0.6511165494034873,0.0030588483800314537,0.06186907311104313,-0.04327739762850591,0.026613643315998775,0.0134372919982505,0.13505659223003977,-0.0030588483800314537,0.11356684001223616,0.005815092996741211,0.011777301927194861,-0.005632718451070273
3,Lung Lesion,0.643886220908755,-0.021681778290744247,0.06243073513114149,-0.02603053426137225,0.021425932766900628,0.003453244559276536,0.12892500923531586,0.010320154943625925,0.12818618396749168,-0.003453244559276536,0.015145917990395271,0.009761066258183182
4,Edema,0.6483787449143139,0.013812723898569801,0.06756256935026507,-0.03236185620949661,0.029466157070644802,0.07578339621086805,0.13574158550117124,0.01761261954910376,0.10615213907039822,-0.013812723898569801,0.012698804093206756,-0.02215705144725444
5,Consolidation,0.6638242046572647,-0.0033345557774066004,0.05553733464523888,-0.07898838956201748,0.02492620531321745,0.004275873457736612,0.12856674319449,0.004231118713733717,0.11665026784738165,0.0033345557774064893,0.010495244342407346,-0.07357500373524584
6,Pneumonia,0.6419006479481641,0.02769675001206484,0.05421166306695464,-0.02769675001206473,0.01900647948164147,-0.0366156199867117,0.13520518358531317,0.08228504803536207,0.13542116630669546,0.11629506581871096,0.014254859611231102,-0.032827741198832916
7,Atelectasis,0.6590268645500658,0.02895075656166468,0.05776817584069134,-0.0603139670433821,0.024704114221303777,0.003854940805392282,0.13225624647755024,-0.003854940805392393,0.11581814766109337,0.026181394260595958,0.01042645124929551,-0.06027002065797227
8,Pneumothorax,0.7174320524835989,0.04356626174139466,0.04170571696344892,0.00026636962417669885,0.01874414245548266,-0.08905947307245249,0.10590440487347703,-0.008086021745018823,0.10871602624179943,-0.0002663696241765878,0.007497656982193065,0.0859405269275475
9,Pleural Effusion,0.66309738503156,0.0377618348741221,0.05556807935076646,-0.04731501356910084,0.023895401262398558,-0.010937808165143559,0.12939585211902616,0.01093780816514367,0.11834986474301172,0.027534788420660483,0.00969341749323715,-0.059862775255972944
10,Pleural Other,0.6181894383906119,0.013532803750610722,0.04358759430008382,-0.03999392375916766,0.016764459346186086,-0.01884007760532147,0.14752724224643754,0.0078644678492239,0.1567476948868399,0.137042275335855,0.017183570829840736,-0.0078644678492239
11,Fracture,0.6512952415947088,0.047072712463662514,0.04960499724416682,-0.015148464990237143,0.01451405474921918,-0.010319585477813309,0.13374977034723498,0.010319585477813309,0.13705677016351278,0.10416441357197115,0.01377916590115745,-0.0692225390643112
12,Support Devices,0.6682863340563991,0.006747804651991984,0.056312364425162686,-0.0039129846333235685,0.028720173535791756,0.027871913350560495,0.12841648590021693,0.0039129846333236795,0.10819956616052061,-0.018416823121504167,0.010065075921908894,-0.009996614621103128
13,No Finding,0.5863354037267081,-0.07157571020996822,0.0704968944099379,-0.00031880361697189663,0.017391304347826087,0.02005564572223517,0.1813664596273292,0.0012200292838789872,0.12080745341614907,-0.04003432857082401,0.02360248447204969,0.00031880361697200765
