,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.41229409401366013,0.015813809547031377,0.2764965849738851,0.0,0.09594214543993572,-0.010460614610395713,0.20891924467657694,0.025911631234211918,0.006347930895942145,-0.02909810586413275
1,Cardiomegaly,0.41451122099657667,0.0,0.2716812476226702,-0.021586580590786775,0.0891974134651959,-0.028556705216421063,0.2181437809052872,0.018734550548594853,0.006466337010270064,0.006028770765016289
2,Lung Opacity,0.413505659223004,0.019981867936939124,0.2825022942795962,0.0,0.10347200978892628,-0.011170708497949766,0.19386662587947384,0.014042602268831916,0.006653410828999694,-0.037497899669548085
3,Lung Lesion,0.4078315478389361,0.045419254658385144,0.28814185445142226,-0.0009157509157509125,0.15847801994828223,0.04395604395604402,0.1370520871813816,0.0,0.008496490579977835,-0.22360248447204967
4,Edema,0.41647145851313033,0.010384049611494639,0.26704475403772654,-0.014066976992127667,0.09567254345949945,0.0,0.21452348662310441,0.011814195994786059,0.006287757366539267,-0.09768546593895289
5,Consolidation,0.4218869574723953,0.01692450917638788,0.2775773477642943,0.018519528405310126,0.10265660872417186,-0.0060002002494015105,0.1918661856346343,0.0,0.006012900404504209,-0.05584045584045583
6,Pneumonia,0.40259179265658745,0.0,0.2894168466522678,0.04211293318813658,0.1287257019438445,0.0449527608952387,0.1732181425485961,-0.05117437093960375,0.006047516198704104,-0.18539239730226853
7,Atelectasis,0.42081532970129626,0.017105180893631222,0.28170204771745255,0.0,0.09590456509487132,-0.01201608502213758,0.1950028179597971,0.0003933552674270091,0.006575239526582754,-0.07195731910636871
8,Pneumothorax,0.41799437675726336,0.009377693393457176,0.2942830365510778,-0.003375441335627949,0.1682286785379569,0.0,0.10590440487347703,-0.10496216136268399,0.01358950328022493,0.16876380751128617
9,Pleural Effusion,0.4250450856627592,0.009110845608548024,0.27941839495040577,0.0,0.08938232642019837,-0.0016669659439417783,0.19950405770964832,0.002199492687729454,0.006650135256988278,-0.036783558159728114
10,Pleural Other,0.39606035205364626,0.07447665056360708,0.29715004191114835,0.056966333476421216,0.1077116512992456,-0.036144476399932235,0.19279128248113997,0.0,0.006286672254819782,-0.11811594202898545
11,Fracture,0.40253536652581295,0.03681191933100747,0.27099026272276316,0.0,0.11243799375344479,-0.03042317491968538,0.20687121072937717,0.02586085438179253,0.007165166268601874,-0.08710995219469786
12,Support Devices,0.4002603036876356,0.004577792189876639,0.3149674620390456,0.0,0.12390455531453362,-0.006069865962914034,0.15158351409978307,-0.041304337542043656,0.009284164859002169,0.051811230400865105
13,No Finding,0.3173913043478261,-0.05684788969995158,0.3624223602484472,0.0,0.19875776397515527,0.05121840188517568,0.10869565217391304,-0.2240494552576815,0.012732919254658385,0.0023616945681024237
