,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.648854961832061,-0.0009488856539477952,0.06412213740458016,-0.027889767269752008,0.027159501807955,0.03153393992723452,0.13668139815186822,0.0037170274949374082,0.10920048212133387,0.0009488856539479062,0.013981518682201688,-0.07300254922463922
1,Cardiomegaly,0.6466337010270065,0.004802585604472442,0.06704069988588816,-0.026367627161484997,0.026721186763027767,0.02439333293543333,0.13607835678965385,-0.004802585604472331,0.1098326359832636,0.014564490366377192,0.013693419551160137,-0.06380852550663874
2,Lung Opacity,0.6511165494034873,0.0019659312714173094,0.06186907311104313,-0.05236354801566112,0.026613643315998775,0.012666359774572311,0.13505659223003977,0.00043012228742689285,0.11356684001223616,-0.00043012228742700387,0.011777301927194861,-0.025249747107051856
3,Lung Lesion,0.643886220908755,-0.01174691435615649,0.06243073513114149,-0.027536191498538365,0.021425932766900628,0.0024576873017064793,0.12892500923531586,0.006508670406142891,0.12818618396749168,-0.0016166444085190523,0.015145917990395271,0.0016166444085189413
4,Edema,0.6483787449143139,0.013982273609177365,0.06756256935026507,-0.015281428657218932,0.029466157070644802,0.056367473398182266,0.13574158550117124,0.0027380228036295584,0.10615213907039822,-0.0030312018796644358,0.012698804093206756,-0.0027380228036295584
5,Consolidation,0.6638242046572647,-0.003247965988889434,0.05553733464523888,-0.08179620081921934,0.02492620531321745,0.006026702896763436,0.12856674319449,0.0046840605766775845,0.11665026784738165,0.003247965988889323,0.010495244342407346,-0.058666279559376866
6,Pneumonia,0.6419006479481641,0.022171581222725223,0.05421166306695464,-0.02663856178532331,0.01900647948164147,-0.025959460010604007,0.13520518358531317,0.08263043252497537,0.13542116630669546,0.11817929597025723,0.014254859611231102,-0.022171581222725223
7,Atelectasis,0.6590268645500658,0.02535407839953785,0.05776817584069134,-0.06313402312913996,0.024704114221303777,0.006487912633943993,0.13225624647755024,-0.006487912633944104,0.11581814766109337,0.02333760071118607,0.01042645124929551,-0.05482815628668769
8,Pneumothorax,0.7174320524835989,0.02909719302782754,0.04170571696344892,0.004350203838122679,0.01874414245548266,-0.10744754897086611,0.10590440487347703,-0.00435020383812279,0.10871602624179943,-0.018654445522590213,0.007497656982193065,0.005052451029133875
9,Pleural Effusion,0.66309738503156,0.02748759047654581,0.05556807935076646,-0.05418894234622296,0.023895401262398558,-0.010970679113799231,0.12939585211902616,0.010970679113799231,0.11834986474301172,0.03203920408476324,0.00969341749323715,-0.05956655449773951
10,Pleural Other,0.6181894383906119,0.009772374948325724,0.04358759430008382,-0.03444535647279556,0.016764459346186086,-0.026753048780487898,0.14752724224643754,-0.008003048780487854,0.1567476948868399,0.11749828811790786,0.017183570829840736,0.008003048780487743
11,Fracture,0.6512952415947088,0.0338366423706804,0.04960499724416682,-0.0245972499137056,0.01451405474921918,0.002782028098483824,0.13374977034723498,-0.002782028098483713,0.13705677016351278,0.09552984769328476,0.01377916590115745,-0.09274539806185378
12,Support Devices,0.6682863340563991,0.008482751536503796,0.056312364425162686,-0.004914004914004955,0.028720173535791756,0.04067786545127938,0.12841648590021693,0.004914004914004955,0.10819956616052061,-0.01504741600972559,0.010065075921908894,-0.00883250021181059
13,No Finding,0.5863354037267081,-0.0539690909963626,0.0704968944099379,0.005467275015733186,0.017391304347826087,-0.005467275015733075,0.1813664596273292,0.016548380561566267,0.12080745341614907,-0.022130881332295682,0.02360248447204969,0.01051016859328946
