,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.6525821596244131,0.021109116656641724,0.06769650159018628,-0.04311523454003685,0.02968347720733,-0.021109116656641835,0.1312282295926094,0.06255493176711313,0.10457367863092534,0.07646141046803856,0.014235953354535816,-0.039997523083042164
1,Cardiomegaly,0.6533395734438724,-0.011416291444944826,0.09694457444674734,-0.09951966914618837,0.03958012970515478,-0.10640224137358811,0.11051681486929198,0.05634239981932887,0.08791870027411915,0.06727723658345641,0.011700207260814334,0.011416291444944715
2,Lung Opacity,0.6651279199110123,0.004145476843863016,0.08793103448275862,-0.13237272082063256,0.03337041156840934,-0.12172123441962057,0.11262513904338153,0.11482197545692263,0.08993325917686318,0.1337642324944177,0.011012235817575083,-0.004145476843863016
3,Lung Lesion,0.6566896138880575,-0.03243888713188098,0.07273271475606106,-0.09216218786601932,0.02873391200239449,-0.15144716728988766,0.11733014067644418,0.03243888713188103,0.11224184375935349,0.043969499376779075,0.012271774917689314,0.11811584084019366
4,Edema,0.662934752684225,0.01596068660022154,0.08626227402037258,-0.08883302702575335,0.036707350646967056,-0.01596068660022143,0.11682114343397265,0.06658055456238665,0.0853445902541984,0.06118985103418717,0.011929888960264293,-0.017883763523298346
5,Consolidation,0.6667323028453284,0.025979523528253612,0.06694890223491189,-0.17107756274393981,0.027370286501919857,-0.032694151825615636,0.11991729841488628,0.09126185578209123,0.1086935118637393,0.09304221560218118,0.010337698139214336,-0.025979523528253612
6,Pneumonia,0.6580394694273698,-0.03238608046766611,0.08120349401488192,-0.1644703295088661,0.026205111614364285,-0.18493169392773384,0.11371724361048205,0.11991701442974645,0.10902620511161436,0.18998130017418213,0.01180847622128761,0.03238608046766611
7,Atelectasis,0.6772556514861926,0.0035093157254828533,0.07961510578000396,-0.1608043038703607,0.034666842417452055,-0.07263103567103046,0.1072958544783497,0.044849649300148786,0.09048968562578263,0.09964858847636404,0.010676860212219074,-0.0035093157254828533
8,Pneumothorax,0.7288025889967638,0.0002413313769403791,0.062135922330097085,-0.059344592246505457,0.02524271844660194,-0.17192472045163365,0.0889967637540453,0.019916771389858146,0.08932038834951456,-0.00024133137694026807,0.005501618122977346,0.04451570187114162
9,Pleural Effusion,0.6883844752697211,0.02812214496972476,0.08147681098500771,-0.04161151302679211,0.03607958525991313,-0.017527498634819616,0.09590864508897295,0.017527498634819505,0.08750175143617767,0.06175923172033826,0.01064873196020737,-0.04767568463379768
10,Pleural Other,0.6198920585967618,0.003231425744207095,0.0558982266769468,-0.13504700966495398,0.020046260601387818,-0.14645284520872054,0.1395528141865844,-0.003231425744207095,0.14880493446414803,0.14290546487497813,0.015805705474171164,0.13778730488508806
11,Fracture,0.6605254179460934,0.017514408438451423,0.05168884339815762,-0.03184478884491326,0.016547253497099967,-0.09808955765169092,0.12862504264756056,0.03413992633748031,0.12964858410098942,0.13380138103523265,0.012964858410098942,-0.017514408438451534
12,Support Devices,0.679420034180495,-0.006450827653359359,0.0861127956337174,-0.019770558970951257,0.03919730966425933,0.006450827653359248,0.09972986382931805,0.009634627360869508,0.08297039528088648,-0.017500277663657138,0.012569601411323668,0.021163241599617355
13,No Finding,0.6095057791948983,-0.06165843439347163,0.16191709844559585,0.010695082287656699,0.05958549222797927,0.015858961886318856,0.09107214029493822,0.0037763817321946336,0.06486648066958947,-0.0037763817321945226,0.013053009166998805,-0.10793791829954247
