,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.6525821596244131,0.022964807877200566,0.06769650159018628,-0.049131314748405375,0.02968347720733,-0.022964807877200455,0.1312282295926094,0.06151915881969172,0.10457367863092534,0.07426028780915517,0.014235953354535816,-0.04462134283160779
1,Cardiomegaly,0.6533395734438724,0.003595988538681927,0.09694457444674734,-0.07600978164213024,0.03958012970515478,-0.11156896151165496,0.11051681486929198,0.08153407800699264,0.08791870027411915,0.09495914454116594,0.011700207260814334,-0.003595988538681927
2,Lung Opacity,0.6651279199110123,0.01029992204003416,0.08793103448275862,-0.11384006732590979,0.03337041156840934,-0.09297668971680162,0.11262513904338153,0.10103565596221065,0.08993325917686318,0.11441663124794788,0.011012235817575083,-0.010299922040034049
3,Lung Lesion,0.6566896138880575,-0.02710197570368167,0.07273271475606106,-0.09222909005595559,0.02873391200239449,-0.1304235345004,0.11733014067644418,0.02710197570368167,0.11224184375935349,0.07399313216626668,0.012271774917689314,0.12186305086545368
4,Edema,0.662934752684225,0.0010215946843853407,0.08626227402037258,-0.08017053085459824,0.036707350646967056,-0.0010215946843854518,0.11682114343397265,0.03473645716164753,0.0853445902541984,0.018548297788732793,0.011929888960264293,-0.045636979299770064
5,Consolidation,0.6667323028453284,0.013797710460439316,0.06694890223491189,-0.17794336872374472,0.027370286501919857,-0.03596283550326229,0.11991729841488628,0.07946994142790209,0.1086935118637393,0.08527061252092705,0.010337698139214336,-0.013797710460439427
6,Pneumonia,0.6580394694273698,-0.025592327689551553,0.08120349401488192,-0.15508223433631746,0.026205111614364285,-0.1807327188181433,0.11371724361048205,0.12076175811493017,0.10902620511161436,0.1902604306121971,0.01180847622128761,0.025592327689551664
7,Atelectasis,0.6772556514861926,0.006839020803598439,0.07961510578000396,-0.1496830237469391,0.034666842417452055,-0.07359018261179451,0.1072958544783497,0.04277877881420111,0.09048968562578263,0.09957839442663541,0.010676860212219074,-0.006839020803598439
8,Pneumothorax,0.7288025889967638,-0.005701855999176275,0.062135922330097085,-0.03913510052256286,0.02524271844660194,-0.166538946676409,0.0889967637540453,0.011130050992588625,0.08932038834951456,0.005701855999176275,0.005501618122977346,0.10118352692841753
9,Pleural Effusion,0.6883844752697211,0.019548520520952906,0.08147681098500771,-0.04345216255983775,0.03607958525991313,-0.0309051006426333,0.09590864508897295,0.014681288685556071,0.08750175143617767,0.04257504269533807,0.01064873196020737,-0.014681288685556071
10,Pleural Other,0.6198920585967618,0.03221696396068441,0.0558982266769468,-0.09933218683705108,0.020046260601387818,-0.0777141497017726,0.1395528141865844,0.03798920771429204,0.14880493446414803,0.1768693497003797,0.015805705474171164,-0.03221696396068441
11,Fracture,0.6605254179460934,0.0356880709003915,0.05168884339815762,-0.05023557828270864,0.016547253497099967,-0.05047374642942026,0.12862504264756056,0.04727297893906124,0.12964858410098942,0.14325929752066113,0.012964858410098942,-0.0356880709003915
12,Support Devices,0.679420034180495,-0.006158620507760948,0.0861127956337174,-0.015304344932501213,0.03919730966425933,0.01910374019763772,0.09972986382931805,0.006158620507760837,0.08297039528088648,-0.026420088016799848,0.012569601411323668,0.015032380363453113
13,No Finding,0.6095057791948983,-0.06648498779640566,0.16191709844559585,0.014118425138542334,0.05958549222797927,0.020084980322488843,0.09107214029493822,0.0034394148709105954,0.06486648066958947,-0.0034394148709105954,0.013053009166998805,-0.12137893246568543
