,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.3885355141602302,0.018211269278469833,0.2605633802816901,0.0,0.09041344843253067,-0.01866642132487495,0.19688020596698472,0.03641539802830118,0.005982129335150689,-0.0263207266065576
1,Cardiomegaly,0.2914354482850839,0.014135729997436064,0.1910142408236946,-0.0066194486194898206,0.06271311091796483,-0.021572808227768747,0.15337300260747477,0.026770603620698497,0.004546366249916427,0.0
2,Lung Opacity,0.30072302558398223,0.024984106407613615,0.20545050055617353,0.0,0.07525027808676307,-0.014693730389585213,0.14098998887652947,0.02956732437803622,0.004838709677419355,-0.002766212995289008
3,Lung Lesion,0.33043998802753666,0.039869007803790435,0.23346303501945526,0.0,0.12840466926070038,0.03298368298368304,0.11104459742592038,-0.021898541709862496,0.006884166417240347,-0.0769788182831661
4,Edema,0.30999357621363677,0.02576022535142497,0.1987703037533266,-0.0003890967244480903,0.07121226025511608,0.0,0.1596769753143067,0.03208614764782558,0.0046801872074883,-0.04272791590863145
5,Consolidation,0.3799350201831249,0.009306545766768592,0.24997538643300188,0.009896666139281307,0.09244855764497391,-0.00926972684161187,0.17278724032686818,0.0,0.005414984739588461,-0.056980056980056926
6,Pneumonia,0.30152054351342605,0.0,0.21675833063733418,0.03373262443149061,0.09640892914914267,0.03673272460178012,0.1297314784859269,-0.03976646366915326,0.004529278550630864,-0.19313304721030045
7,Atelectasis,0.2952613194490213,0.016118542490353938,0.1976537270150926,0.0,0.06729058195478811,-0.0022237252443598754,0.13682198642325183,0.01625573971028238,0.004613458116390958,-0.03187252893821746
8,Pneumothorax,0.28867313915857606,-0.00019673482643611795,0.20323624595469256,0.007008143640331421,0.11618122977346278,0.0,0.07313915857605179,-0.1265807183178445,0.009385113268608414,0.15416386514263758
9,Pleural Effusion,0.26418663303909207,0.003015090750637328,0.17367241137732942,0.0,0.05555555555555555,-0.015989036786687838,0.12400168137873056,0.0019611060592593654,0.004133389379291019,-0.012163187726051405
10,Pleural Other,0.3643022359290671,0.08057280883367834,0.2733230531996916,0.06342368308088553,0.09907478797224364,-0.009600744374894332,0.17733230531996916,0.0,0.005782575173477255,-0.15434782608695652
11,Fracture,0.37376322074377344,0.037516496607848726,0.25162060730126234,0.0,0.10440122824974411,-0.022653151656142678,0.19208461276015013,0.019386458741006085,0.006653019447287615,-0.06350282485875713
12,Support Devices,0.2543139092562986,4.347517107894383e-05,0.20012128562765313,0.0,0.07872539831302718,-0.01407157904484102,0.09631181432273003,-0.048788556849128195,0.005898891890401896,0.04356736438299735
13,No Finding,0.10183339976086091,-0.07361525446182282,0.11628138700677561,0.0,0.06377042646472698,0.0493024314481576,0.03487445197289757,-0.2140457828375567,0.004085292945396573,0.038288711935962505
