,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.6525821596244131,0.02499632946703856,0.06769650159018628,-0.04140960618712264,0.02968347720733,-0.02499632946703867,0.1312282295926094,0.06790026367685476,0.10457367863092534,0.07619476246575185,0.014235953354535816,-0.03324643802109861
1,Cardiomegaly,0.6533395734438724,-0.008190749079001192,0.09694457444674734,-0.10432156619193467,0.03958012970515478,-0.13446369107543887,0.11051681486929198,0.08316784699620805,0.08791870027411915,0.09529558340817013,0.011700207260814334,0.008190749079001192
2,Lung Opacity,0.6651279199110123,0.0034013519254760816,0.08793103448275862,-0.13603700638276228,0.03337041156840934,-0.10941145293557697,0.11262513904338153,0.10447743595331194,0.08993325917686318,0.12193363055236373,0.011012235817575083,-0.0034013519254759705
3,Lung Lesion,0.6566896138880575,-0.04514631741484193,0.07273271475606106,-0.11261802288918082,0.02873391200239449,-0.1510696689797158,0.11733014067644418,0.045146317414841985,0.11224184375935349,0.05551366435361749,0.012271774917689314,0.09766000581703216
4,Edema,0.662934752684225,0.013146456256921346,0.08626227402037258,-0.09224220093777247,0.036707350646967056,-0.013146456256921457,0.11682114343397265,0.055249066131138336,0.0853445902541984,0.053708382452756,0.011929888960264293,-0.0271849177953829
5,Consolidation,0.6667323028453284,0.02956418090571844,0.06694890223491189,-0.15568563668227364,0.027370286501919857,-0.02956418090571844,0.11991729841488628,0.10354115748366854,0.1086935118637393,0.09790558241406055,0.010337698139214336,-0.031105804749500532
6,Pneumonia,0.6580394694273698,-0.03693376974986862,0.08120349401488192,-0.20175530954937265,0.026205111614364285,-0.1927296836578769,0.11371724361048205,0.12304222860526348,0.10902620511161436,0.1989800280320524,0.01180847622128761,0.03693376974986873
7,Atelectasis,0.6772556514861926,0.0019246572380087201,0.07961510578000396,-0.16298058071115074,0.034666842417452055,-0.08198380383707926,0.1072958544783497,0.05383564852229705,0.09048968562578263,0.10085109739499276,0.010676860212219074,-0.0019246572380087201
8,Pneumothorax,0.7288025889967638,0.0025677658506448875,0.062135922330097085,-0.04559312816948541,0.02524271844660194,-0.17620210252845975,0.0889967637540453,0.0357326294062722,0.08932038834951456,-0.0025677658506447765,0.005501618122977346,0.11188236202659307
9,Pleural Effusion,0.6883844752697211,0.024956994836380697,0.08147681098500771,-0.04256492001601486,0.03607958525991313,-0.01390285588658724,0.09590864508897295,0.013902855886587129,0.08750175143617767,0.05511391092492024,0.01064873196020737,-0.03521098056722083
10,Pleural Other,0.6198920585967618,0.002851595680135932,0.0558982266769468,-0.18081627187862198,0.020046260601387818,-0.11636003845687132,0.1395528141865844,0.01304922631150951,0.14880493446414803,0.1626355773263093,0.015805705474171164,-0.002851595680135821
11,Fracture,0.6605254179460934,0.03869918241824177,0.05168884339815762,-0.038699182418241884,0.016547253497099967,-0.09956815591352963,0.12862504264756056,0.046347783816843124,0.12964858410098942,0.15404009150915088,0.012964858410098942,-0.06701254006979651
12,Support Devices,0.679420034180495,-0.004043869691895408,0.0861127956337174,-0.022016255064886914,0.03919730966425933,0.017891649079066485,0.09972986382931805,0.004043869691895408,0.08297039528088648,-0.021884811009433736,0.012569601411323668,0.005214915049900681
13,No Finding,0.6095057791948983,-0.06713007913685032,0.16191709844559585,0.007378943637008195,0.05958549222797927,0.014375599155402874,0.09107214029493822,0.009622337005128045,0.06486648066958947,-0.007378943637008084,0.013053009166998805,-0.1053491831979888
