,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.3885355141602302,0.019530611265857423,0.2605633802816901,0.0,0.09041344843253067,-0.01948568766529546,0.19688020596698472,0.034355956452730596,0.005982129335150689,-0.04408123926294616
1,Cardiomegaly,0.2914354482850839,0.008629880031847614,0.1910142408236946,-0.015019868640490874,0.06271311091796483,-0.026903298632885986,0.15337300260747477,0.029822042156008033,0.004546366249916427,0.0
2,Lung Opacity,0.30072302558398223,0.018475411822477916,0.20545050055617353,-0.0008774713888317631,0.07525027808676307,-0.015291688967046357,0.14098998887652947,0.02675644426307555,0.004838709677419355,0.0
3,Lung Lesion,0.33043998802753666,0.05411092530657746,0.23346303501945526,0.0,0.12840466926070038,0.02261072261072261,0.11104459742592038,-0.019234224894602248,0.006884166417240347,-0.09353400222965436
4,Edema,0.30999357621363677,0.029532792437295896,0.1987703037533266,0.0,0.07121226025511608,-0.005283148185167175,0.1596769753143067,0.038957875632820715,0.0046801872074883,-0.07047417304872095
5,Consolidation,0.3799350201831249,0.010044701975433612,0.24997538643300188,0.0,0.09244855764497391,-0.015183793104460719,0.17278724032686818,0.01368306835026012,0.005414984739588461,-0.011543556876365102
6,Pneumonia,0.30152054351342605,0.0,0.21675833063733418,0.02123182371404775,0.09640892914914267,0.0307630267592246,0.1297314784859269,-0.0415645435766806,0.004529278550630864,-0.12599632127529126
7,Atelectasis,0.2952613194490213,0.018923867479636147,0.1976537270150926,0.0,0.06729058195478811,-0.009809342258715659,0.13682198642325183,0.022703457350266465,0.004613458116390958,-0.006968989663221015
8,Pneumothorax,0.28867313915857606,-0.004137676905205057,0.20323624595469256,0.02253251246385035,0.11618122977346278,0.0,0.07313915857605179,-0.11937042423644839,0.009385113268608414,0.1569493804629718
9,Pleural Effusion,0.26418663303909207,0.012890780567908044,0.17367241137732942,0.0,0.05555555555555555,-0.014480781057732317,0.12400168137873056,0.016079702267407847,0.004133389379291019,-0.01499374406027576
10,Pleural Other,0.3643022359290671,0.07971014492753614,0.2733230531996916,0.06043416937511492,0.09907478797224364,-0.014972085941465152,0.17733230531996916,0.0,0.005782575173477255,-0.12028985507246381
11,Fracture,0.37376322074377344,0.017032783071064928,0.25162060730126234,-0.021019959659210663,0.10440122824974411,-0.0142270051892871,0.19208461276015013,0.0,0.006653019447287615,0.03554675046682143
12,Support Devices,0.2543139092562986,0.0021663534423914665,0.20012128562765313,0.0,0.07872539831302718,-0.012933768548741842,0.09631181432273003,-0.03983783297932231,0.005898891890401896,0.0342009731984243
13,No Finding,0.10183339976086091,-0.04648942771228104,0.11628138700677561,0.011348673898050055,0.06377042646472698,0.055106707317073234,0.03487445197289757,-0.19212543554006967,0.004085292945396573,0.0
