,diseases,diseases_abbr,Distance,%40-60,Gap_40-60_mean,CI_40-60,%60-80,Gap_60-80_mean,CI_60-80,%20-40,Gap_20-40_mean,CI_20-40,%80-,Gap_80-_mean,CI_80-,%0-20,Gap_0-20_mean,CI_0-20
8,Pleural Effusion,Effusion,0.029705738261217342,0.1736724113773294,0.00017061348111018,0.00033440242297595285,0.264186633039092,0.00924063887286818,0.0033300934941444668,0.05555555555555549,-0.009804018318821281,0.005770390439291805,0.1240016813787305,0.00778348818227224,0.006463901334479412,0.004133389379291,-0.020465099388349162,0.006285971233913447
1,Atelectasis,Atelectasis,0.03907514450867042,0.1976537270150926,0.0,0.0,0.2952613194490213,0.018004572952889018,0.0022545382027087195,0.0672905819547881,-0.009871458948607999,0.0069819362873065755,0.1368219864232518,0.01850828889013096,0.0032695307170958073,0.0046134581163909,-0.020566855618539458,0.012206913713528214
3,Consolidation,Consolidation,0.03950246177766254,0.2499753864330018,0.00585990177167804,0.006463684898968148,0.3799350201831249,0.00919064239928154,0.005932638307111934,0.0924485576449739,-0.012803832157933659,0.006933570170311784,0.1727872403268681,0.00273661367005202,0.00536376279330196,0.0054149847395884,-0.030311819378381,0.02139455918071969
0,Lung Opacity,Air. Opacity,0.04331605855058,0.20545050055617348,-0.0015962511435132002,0.0027191642811274113,0.3007230255839822,0.02051938852188672,0.002691542999064448,0.075250278086763,-0.01609054103891496,0.0013982171207538119,0.1409899888765294,0.027225517511665038,0.002409339174029347,0.0048387096774193,-0.008826988779567961,0.009943805830238019
2,Cardiomegaly,Cardiomegaly,0.05294705944681863,0.1910142408236946,-0.01089954252108512,0.006463466242722265,0.2914354482850839,0.010804272653614881,0.008524391999571073,0.0627131109179648,-0.02326336966766628,0.00719174588722904,0.1533730026074747,0.029683689779152346,0.00965682653223293,0.0045463662499164,5.909364601733996e-05,0.003802593074603129
5,Enlarged Cardiomediastinum,Enlarged Card.,0.07822005842258992,0.2605633802816901,0.0,0.0,0.3885355141602302,0.01856740212591106,0.0015305641361861352,0.0904134484325306,-0.02114101457593106,0.0020010581451825626,0.1968802059669847,0.03402919544855016,0.003906665118430645,0.0059821293351506,-0.04419086297403976,0.02119933170893432
12,Support Devices,Sup. Devices,0.08724167999614818,0.20012128562765313,0.0,0.0,0.2543139092562986,0.0014200376346878687,0.0008905236239469833,0.0787253983130271,-0.010811167442183422,0.0027669135841234403,0.09631181432273,-0.04246631375943958,0.0038271648729939307,0.0058988918904018,0.0447753662367086,0.007544104420899951
6,Fracture,Fracture,0.09004903509695836,0.2516206073012623,-0.00420399193184212,0.008239824186410555,0.3737632207437734,0.029504321739649057,0.007723188758603211,0.1044012282497441,-0.0179605001848608,0.006821480793152393,0.1920846127601501,0.014907306499683881,0.010812916390688683,0.006653019447287601,-0.06054471335730931,0.05133182633034407
4,Edema,Edema,0.10444895199459087,0.1987703037533266,-0.00174439081969706,0.0028904028512993893,0.3099935762136367,0.025816049966291343,0.0024607216272986045,0.071212260255116,-0.0018667123587590602,0.0022728576976065664,0.1596769753143067,0.03420746704638364,0.003220744702181143,0.0046801872074883,-0.07024148494820723,0.01404404712347645
7,Lung Lesion,Lung Lesion,0.13170289855072453,0.23346303501945523,0.0,0.0,0.3304399880275366,0.048871237458193946,0.005074632908128328,0.1284046692607003,0.037995337995337955,0.01034726835815869,0.1110445974259203,-0.02221991844633344,0.010907342182518202,0.0068841664172403,-0.0828316610925306,0.008676715882054861
9,Pleural Other,Pleural Other,0.18814814814814804,0.2733230531996916,0.056200349853336905,0.013014237679420265,0.3643022359290671,0.07716467101511923,0.012680240810866545,0.0990747879722436,-0.01578243951953986,0.019715678388349245,0.1773323053199691,-0.0050414481475215805,0.00615702207623966,0.0057825751734772,-0.11098347713302881,0.029846696627317915
10,Pneumonia,Pneumonia,0.1953020134228187,0.2167583306373341,0.03255941323425786,0.005613701358786148,0.301520543513426,0.0,0.0,0.0964089291491426,0.03875694904513632,0.005661299118752119,0.1297314784859269,-0.048190949664465424,0.006945257139648839,0.0045292785506308,-0.15654506437768237,0.04339191286414572
11,Pneumothorax,Pneumothorax,0.26624961855355495,0.2032362459546925,0.0176787176079718,0.0077557411502031616,0.288673139158576,-0.00086688234632822,0.00160442789939255,0.11618122977346271,-0.005166943552718679,0.005085209326005661,0.0731391585760517,-0.12178636327811118,0.004152259654778175,0.0093851132686084,0.14446325527544376,0.023244492352961606
