,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.3885355141602302,0.02048882487204895,0.2605633802816901,0.0,0.09041344843253067,-0.020581693705376658,0.19688020596698472,0.03915867480383606,0.005982129335150689,-0.08305651506958156
1,Cardiomegaly,0.2914354482850839,0.025608208604970373,0.1910142408236946,0.0,0.06271311091796483,-0.009654960359958276,0.15337300260747477,0.047695911386676615,0.004546366249916427,-0.00598632872820104
2,Lung Opacity,0.30072302558398223,0.021609578071058122,0.20545050055617353,0.0,0.07525027808676307,-0.01880599009760342,0.14098998887652947,0.03003922347556509,0.004838709677419355,-0.016155430676648708
3,Lung Lesion,0.33043998802753666,0.04960981047937574,0.23346303501945526,0.0,0.12840466926070038,0.054778554778554756,0.11104459742592038,-0.03922178450480329,0.006884166417240347,-0.08082497212931994
4,Edema,0.30999357621363677,0.024610426470857427,0.1987703037533266,-0.0007139389439415611,0.07121226025511608,0.0,0.1596769753143067,0.03687640715724605,0.0046801872074883,-0.07651101677784522
5,Consolidation,0.3799350201831249,0.0013956348758110693,0.24997538643300188,0.0023568513525189516,0.09244855764497391,-0.024932870939260665,0.17278724032686818,0.0,0.005414984739588461,-0.05651385651385654
6,Pneumonia,0.30152054351342605,0.0,0.21675833063733418,0.03598904618538212,0.09640892914914267,0.04474392948699479,0.1297314784859269,-0.059123917673627124,0.004529278550630864,-0.22371244635193133
7,Atelectasis,0.2952613194490213,0.015570145405611413,0.1976537270150926,0.0,0.06729058195478811,-0.02316704327495378,0.13682198642325183,0.019701975160634877,0.004613458116390958,-0.03420664030867426
8,Pneumothorax,0.28867313915857606,0.0,0.20323624595469256,0.025970409299934327,0.11618122977346278,-0.012472363441048295,0.07313915857605179,-0.11611571887773325,0.009385113268608414,0.14342044224524508
9,Pleural Effusion,0.26418663303909207,0.011343655841928202,0.17367241137732942,0.0,0.05555555555555555,-0.012151505178175093,0.12400168137873056,0.013830070900650249,0.004133389379291019,-0.02345806469257017
10,Pleural Other,0.3643022359290671,0.07485228419080558,0.2733230531996916,0.05098977570206298,0.09907478797224364,0.0,0.17733230531996916,-0.014439181187616335,0.005782575173477255,-0.06588845654993514
11,Fracture,0.37376322074377344,0.0245286959750598,0.25162060730126234,0.0,0.10440122824974411,-0.019785089176913684,0.19208461276015013,0.004919167895956922,0.006653019447287615,-0.06553672316384185
12,Support Devices,0.2543139092562986,0.002355900410804579,0.20012128562765313,0.0,0.07872539831302718,-0.012176771535060249,0.09631181432273003,-0.0371687946751692,0.005898891890401896,0.039159650884374786
13,No Finding,0.10183339976086091,-0.06163628954768863,0.11628138700677561,0.0,0.06377042646472698,0.03917095115681235,0.03487445197289757,-0.2054719059860447,0.004085292945396573,0.005329487742178229
