,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.7135348226018396,0.005697513812154692,0.12614980289093297,-0.09944751381215469,0.07095926412614981,0.15865433803969717,0.04204993429697766,-0.005697513812154692,0.02890932982917214,-0.05683387744851834,0.018396846254927726,0.37823105761641673
1,Cardiomegaly,0.6692186444494483,0.02599551519891352,0.16775501013285296,0.03379493167664305,0.07002927268633191,-0.01848068929057678,0.04998874127448773,-2.815315315318756e-05,0.03602792163927043,2.8153153153076538e-05,0.0069804098176086465,-0.11307668555652428
2,Lung Opacity,0.7024877650897227,0.038166254998301286,0.15742251223491027,0.007242110221384879,0.05138662316476346,-0.023475876455150924,0.05281402936378467,0.08270172972245515,0.026916802610114192,-0.007242110221384768,0.00897226753670473,-0.007242110221384768
3,Lung Lesion,0.7113564668769716,-0.014529116583031854,0.1167192429022082,-0.10028449502133713,0.05993690851735016,0.0,0.06782334384858044,0.1291309669522644,0.04416403785488959,0.031954887218045125,0.0,
4,Edema,0.7053122756640344,0.05246014436308866,0.1407035175879397,-0.05246014436308877,0.05778894472361809,0.07686549893770978,0.06173725771715721,0.13121332502466632,0.024766690595836326,-0.1550185590333047,0.009691313711414214,-0.17434223053088926
5,Consolidation,0.693069306930693,0.08476190476190476,0.1702970297029703,0.13682170542635658,0.04950495049504951,-0.016666666666666663,0.041584158415841586,0.016666666666666663,0.03663366336633663,-0.019369369369369338,0.00891089108910891,-0.20555555555555555
6,Pneumonia,0.7061855670103093,-0.025695403432629715,0.16172680412371135,0.054552946234395605,0.04768041237113402,0.025695403432629715,0.04961340206185567,0.048861426598652835,0.030283505154639175,-0.08183766154724381,0.004510309278350515,-0.23685285911563286
7,Atelectasis,0.7201237022310581,0.011590626593309228,0.13099182681687652,-0.09944042069664827,0.05809586922907002,-0.0026072786529059977,0.04859730505853766,-0.0993407732951459,0.030925557764523968,0.0026072786529061087,0.01126573889993373,0.18131876324674356
8,Pneumothorax,0.75418410041841,0.02288488210818307,0.10774058577405858,-0.02288488210818307,0.0397489539748954,-0.11077450908825465,0.051255230125523014,0.051416683178125644,0.04602510460251046,-0.024650107174379043,0.0010460251046025104,0.5208044382801664
9,Pleural Effusion,0.7299148463532025,0.003085952434126571,0.12402813772676786,-0.003085952434126571,0.05609033691225472,0.005411165934426698,0.040910773787486115,-0.07626080216736086,0.03683820807108478,0.05252793791313204,0.012217697149203998,-0.0896983450166684
10,Pleural Other,0.6394230769230769,0.0,0.1971153846153846,0.0033009352649917556,0.057692307692307696,0.09273182957393483,0.04807692307692308,-0.24060150375939848,0.057692307692307696,-0.24060150375939848,0.0,
11,Fracture,0.7804295942720764,0.13761467889908258,0.07875894988066826,-0.13761467889908258,0.04295942720763723,0.19571865443425074,0.06205250596658711,0.17007762879322513,0.03341288782816229,-0.13761467889908258,0.002386634844868735,-0.13761467889908258
12,Support Devices,0.698820683398851,-0.007409390006036909,0.13804052010886,-0.015561742936898049,0.05745388569700635,0.009529050860300314,0.04974296945872392,0.007409390006036909,0.039008164499546416,-0.05340444567172753,0.016933776837012398,0.0748485997324807
13,No Finding,0.6204518779342723,-0.02539715775660245,0.2051056338028169,0.06865961557529654,0.079518779342723,0.0862545983920775,0.04841549295774648,-0.025956069169143503,0.038438967136150234,0.02539715775660245,0.00806924882629108,-0.33504697826005264
