,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.4283837056504599,0.007842091224326497,0.30223390275952694,0.0,0.09329829172141918,0.008144519289650959,0.17345597897503284,-0.05480895915678523,0.002628120893561104,-0.1608695652173913
1,Cardiomegaly,0.4757937401486152,0.06560835540345589,0.2425129475343391,0.0,0.06304886286872326,-0.007885661228279606,0.2150416572843954,0.11129908073133143,0.0036027921639270434,-0.038242804085422466
2,Lung Opacity,0.44779771615008157,0.0,0.26366231647634586,-0.01242609426969099,0.07809951060358891,-0.00806236832218088,0.20880913539967375,0.02719077299635697,0.0016313213703099511,0.02914389799635697
3,Lung Lesion,0.5331230283911672,0.03761622992392227,0.23974763406940064,0.03851158962494999,0.06624605678233439,-0.03761622992392222,0.1608832807570978,-0.048820711716639265,0.0,
4,Edema,0.4676956209619526,0.039679533419631374,0.250897343862168,0.0,0.04558506819813352,-0.16918432406249645,0.23510409188801148,0.042103768742696834,0.0007178750897343862,-0.1494992846924177
5,Consolidation,0.4762376237623762,-0.031169744405038502,0.2693069306930693,0.031169744405038502,0.07920792079207921,0.17161092087562674,0.17524752475247524,-0.1342506610452772,0.0,
6,Pneumonia,0.4336340206185567,-0.04061416542842988,0.28414948453608246,0.03401360544217691,0.08247422680412371,0.10416666666666669,0.19780927835051546,-0.03040173724212808,0.0019329896907216496,0.0
7,Atelectasis,0.45968632648553126,0.011491245194617972,0.28274795670421915,0.0,0.06472277446432516,0.039134492320819114,0.1910757676165231,-0.027325686416184936,0.0017671747294013696,-0.08671874999999996
8,Pneumothorax,0.4675732217573222,0.0,0.3190376569037657,0.1020794366817031,0.10669456066945607,0.13962363468877487,0.10251046025104603,-0.1338857690727298,0.0041841004184100415,-0.40939597315436244
9,Pleural Effusion,0.481673454276194,0.0,0.23121066271751203,0.021369286051439063,0.0684931506849315,-0.006205205974614159,0.21732691595705295,0.06430448600015448,0.001295816364309515,-0.4583287580981663
10,Pleural Other,0.5528846153846154,-0.0046511627906976605,0.21153846153846154,-0.02283298097251585,0.028846153846153848,0.29534883720930233,0.20673076923076922,0.004651162790697688,0.0,
11,Fracture,0.3937947494033413,0.028928823114869634,0.31742243436754175,0.05089282402623893,0.08353221957040573,-0.07843048424443774,0.2052505966587112,-0.028928823114869634,0.0,
12,Support Devices,0.45464166918657395,-0.004556396458512912,0.29286362261868765,0.0,0.10523132748714847,0.01895483595321601,0.14287874206229212,-0.03255948625076133,0.004384638645297853,0.027575525608388385
13,No Finding,0.3573943661971831,-0.14003774855701834,0.36913145539906106,0.0,0.16681338028169015,0.04981347170544759,0.09991197183098592,-0.25435275908196353,0.0067488262910798125,0.1424103131264257
