,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.4283837056504599,0.017540827788818825,0.30223390275952694,0.01151255358236375,0.09329829172141918,0.0,0.17345597897503284,-0.038092189500640194,0.002628120893561104,-0.19718309859154928
1,Cardiomegaly,0.4757937401486152,0.06157355469809078,0.2425129475343391,0.0,0.06304886286872326,-0.018238493168855285,0.2150416572843954,0.11900907601588662,0.0036027921639270434,-0.03609563602599819
2,Lung Opacity,0.44779771615008157,-0.022356099625713943,0.26366231647634586,-0.020506079128627897,0.07809951060358891,0.0,0.20880913539967375,0.03625010199086165,0.0016313213703099511,0.04503916449086165
3,Lung Lesion,0.5331230283911672,0.06162677621655954,0.23974763406940064,0.04998710010319918,0.06624605678233439,-0.07939886480908151,0.1608832807570978,-0.04998710010319915,0.0,
4,Edema,0.4676956209619526,0.048442188544758014,0.250897343862168,0.0,0.04558506819813352,-0.17349869892872838,0.23510409188801148,0.07844576221210231,0.0007178750897343862,-0.12231759656652363
5,Consolidation,0.4762376237623762,-0.009657423260364395,0.2693069306930693,0.00965742326036445,0.07920792079207921,0.12656918796624683,0.17524752475247524,-0.05944776118629558,0.0,
6,Pneumonia,0.4336340206185567,0.0,0.28414948453608246,0.056712927865549434,0.08247422680412371,0.06487973625557208,0.19780927835051546,-0.0006485617900305329,0.0019329896907216496,-0.0158494304110946
7,Atelectasis,0.45968632648553126,0.01362728568135041,0.28274795670421915,-0.010354949421965243,0.06472277446432516,0.019116573615577392,0.1910757676165231,0.0,0.0017671747294013696,-0.10332369942196529
8,Pneumothorax,0.4675732217573222,0.0,0.3190376569037657,0.08877397586826569,0.10669456066945607,0.12291090933017507,0.10251046025104603,-0.13879377254257408,0.0041841004184100415,-0.215324384787472
9,Pleural Effusion,0.481673454276194,0.003419491934823826,0.23121066271751203,0.0,0.0684931506849315,-0.02697292969510745,0.21732691595705295,0.07901721718089982,0.001295816364309515,-0.48450188722406495
10,Pleural Other,0.5528846153846154,0.019466403162055335,0.21153846153846154,-0.019466403162055335,0.028846153846153848,0.27598814229249014,0.20673076923076922,-0.08447697398657966,0.0,
11,Fracture,0.3937947494033413,-0.01339712918660288,0.31742243436754175,0.013397129186602852,0.08353221957040573,-0.07833219412166781,0.2052505966587112,0.029309001891621222,0.0,
12,Support Devices,0.45464166918657395,-0.003945019700203889,0.29286362261868765,0.0,0.10523132748714847,0.02290468730528905,0.14287874206229212,-0.03488130065311268,0.004384638645297853,0.07031848040873734
13,No Finding,0.3573943661971831,-0.14493187769049842,0.36913145539906106,0.0,0.16681338028169015,0.056062658965033596,0.09991197183098592,-0.27513196015398655,0.0067488262910798125,0.15393654524089306
