,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.7135348226018396,0.0378395488029466,0.12614980289093297,-0.0690895488029466,0.07095926412614981,0.20174378453038672,0.04204993429697766,-0.0378395488029466,0.02890932982917214,-0.08613500334840114,0.018396846254927726,0.3684104511970534
1,Cardiomegaly,0.6692186444494483,0.005564799868439829,0.16775501013285296,0.030292685187344737,0.07002927268633191,-0.005564799868439829,0.04998874127448773,0.021882261340679277,0.03602792163927043,-0.03954791883950093,0.0069804098176086465,-0.10991082206530745
2,Lung Opacity,0.7024877650897227,0.016056427848880617,0.15742251223491027,-0.03046214303179795,0.05138662316476346,-0.06475772655017942,0.05281402936378467,0.07745591566346277,0.026916802610114192,-0.016056427848880728,0.00897226753670473,0.021822360029907117
3,Lung Lesion,0.7113564668769716,0.0,0.1167192429022082,-0.08914124767783305,0.05993690851735016,-0.03010853075037928,0.06782334384858044,0.18898571649564272,0.04416403785488959,0.08267342413683876,0.0,
4,Edema,0.7053122756640344,0.03258036038843015,0.1407035175879397,-0.03258036038843026,0.05778894472361809,0.058812718582288426,0.06173725771715721,0.07325732352234338,0.024766690595836326,-0.13166347189390198,0.009691313711414214,-0.14293561360082635
5,Consolidation,0.693069306930693,0.04842985842985842,0.1702970297029703,0.138330190655772,0.04950495049504951,-0.03585585585585588,0.041584158415841586,-0.02252252252252257,0.03663366336633663,0.022522522522522515,0.00891089108910891,-0.24474474474474478
6,Pneumonia,0.7061855670103093,0.00027125665811800204,0.16172680412371135,0.10153772363691815,0.04768041237113402,-0.0002712566581179465,0.04961340206185567,0.14556938918252793,0.030283505154639175,-0.022985460223385323,0.004510309278350515,-0.11417087055773184
7,Atelectasis,0.7201237022310581,0.0020595968448728907,0.13099182681687652,-0.09071293339028363,0.05809586922907002,0.009890430314279719,0.04859730505853766,-0.07543622022149632,0.030925557764523968,-0.0020595968448728907,0.01126573889993373,0.16600763004588337
8,Pneumothorax,0.75418410041841,0.02011095700416088,0.10774058577405858,-0.020110957004160934,0.0397489539748954,-0.14121468720344554,0.051255230125523014,0.11442441054091534,0.04602510460251046,-0.02518597906947423,0.0010460251046025104,0.542995839112344
9,Pleural Effusion,0.7299148463532025,0.011697704930099473,0.12402813772676786,-0.010218708438007984,0.05609033691225472,0.010218708438007984,0.040910773787486115,-0.053353712152467425,0.03683820807108478,0.09753648544183902,0.012217697149203998,-0.024284741907026564
10,Pleural Other,0.6394230769230769,0.05098111131487254,0.1971153846153846,0.0,0.057692307692307696,0.2113821138211382,0.04807692307692308,-0.12195121951219512,0.057692307692307696,-0.12195121951219512,0.0,
11,Fracture,0.7804295942720764,0.11976326425867709,0.07875894988066826,-0.074009324009324,0.04295942720763723,0.08255633255633257,0.06205250596658711,0.074009324009324,0.03341288782816229,-0.12379287379287379,0.002386634844868735,-0.19522144522144522
12,Support Devices,0.698820683398851,-0.009686394789555464,0.13804052010886,-0.01741954208310792,0.05745388569700635,0.011398120913375664,0.04974296945872392,0.009686394789555464,0.039008164499546416,-0.06967083053501277,0.016933776837012398,0.06515751940961623
13,No Finding,0.6204518779342723,-0.034128220448051305,0.2051056338028169,0.05878176040152916,0.079518779342723,0.05732475012327187,0.04841549295774648,-0.0461863758970793,0.038438967136150234,0.034128220448051416,0.00806924882629108,-0.31285304256374596
