,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.7135348226018396,0.03599792817679556,0.12614980289093297,-0.07766459484346225,0.07095926412614981,0.11099281256394514,0.04204993429697766,-0.03599792817679559,0.02890932982917214,-0.1297479281767956,0.018396846254927726,0.3702520718232044
1,Cardiomegaly,0.6692186444494483,0.0075468574865951155,0.16775501013285296,0.047072361745585045,0.07002927268633191,-0.0075468574865952265,0.04998874127448773,0.026968365131521344,0.03602792163927043,-0.05670280603964983,0.0069804098176086465,-0.09581570926545635
2,Lung Opacity,0.7024877650897227,0.040223155473913086,0.15742251223491027,-0.01095148374941124,0.05138662316476346,-0.03089555809763067,0.05281402936378467,0.09018981298774043,0.026916802610114192,-0.026927304129376717,0.00897226753670473,0.01095148374941124
3,Lung Lesion,0.7113564668769716,0.0,0.1167192429022082,-0.04215856654881045,0.05993690851735016,-0.010152876648383713,0.06782334384858044,0.2787088124581034,0.04416403785488959,0.06691479252454863,0.0,
4,Edema,0.7053122756640344,0.05371293555590184,0.1407035175879397,-0.05371293555590173,0.05778894472361809,0.054095405171693645,0.06173725771715721,0.07977069045264129,0.024766690595836326,-0.1136064581823436,0.009691313711414214,-0.07979003306157062
5,Consolidation,0.693069306930693,0.040875160875160854,0.1702970297029703,0.12100805124060932,0.04950495049504951,-0.023410553410553425,0.041584158415841586,0.0061132561132560825,0.03663366336633663,-0.006113256113256138,0.00891089108910891,-0.19229944229944235
6,Pneumonia,0.7061855670103093,-0.0016645294929966692,0.16172680412371135,0.08926009318417782,0.04768041237113402,0.0016645294929966137,0.04961340206185567,0.14539917322764034,0.030283505154639175,-0.03255053663696311,0.004510309278350515,-0.16628913846067134
7,Atelectasis,0.7201237022310581,0.01064497155786892,0.13099182681687652,-0.08933847540516604,0.05809586922907002,-0.0013986963606735792,0.04859730505853766,-0.0836662387042616,0.030925557764523968,0.0013986963606734681,0.01126573889993373,0.2015387523830824
8,Pneumothorax,0.75418410041841,0.00739187996469548,0.10774058577405858,-0.021734333627537572,0.0397489539748954,-0.14973637757235103,0.051255230125523014,0.09140218311508186,0.04602510460251046,-0.007391879964695536,0.0010460251046025104,0.5607899382171226
9,Pleural Effusion,0.7299148463532025,0.00931558287689116,0.12402813772676786,-0.00931558287689127,0.05609033691225472,0.010092328063456502,0.040910773787486115,-0.08137609479692909,0.03683820807108478,0.10371224281875102,0.012217697149203998,-0.028311512320581933
10,Pleural Other,0.6394230769230769,0.0060517146524848575,0.1971153846153846,0.0,0.057692307692307696,0.1138211382113821,0.04807692307692308,-0.21951219512195122,0.057692307692307696,-0.21951219512195122,0.0,
11,Fracture,0.7804295942720764,0.09674728940783989,0.07875894988066826,-0.09674728940783986,0.04295942720763723,0.14567695301640254,0.06205250596658711,0.12003592737537694,0.03341288782816229,-0.11622780888835935,0.002386634844868735,-0.18765638031693077
12,Support Devices,0.698820683398851,-0.007857885966285227,0.13804052010886,-0.019850627002417576,0.05745388569700635,0.011385321576587448,0.04974296945872392,0.007857885966285116,0.039008164499546416,-0.05819852175266593,0.016933776837012398,0.07510712608786563
13,No Finding,0.6204518779342723,-0.032269913844609754,0.2051056338028169,0.05429701908765061,0.079518779342723,0.06443802178523128,0.04841549295774648,-0.03749645210496222,0.038438967136150234,0.032269913844609865,0.00806924882629108,-0.35870857331708345
