,diseases,diseases_abbr,Distance,%40-60,Gap_40-60_mean,CI_40-60,%60-80,Gap_60-80_mean,CI_60-80,%20-40,Gap_20-40_mean,CI_20-40,%80-,Gap_80-_mean,CI_80-,%0-20,Gap_0-20_mean,CI_0-20
12,Support Devices,Sup. Devices,0.059376026272577924,0.2928636226186876,0.00043656524038985996,0.003999829183819893,0.4546416691865739,-0.00130602162326792,0.0024668576708842017,0.1052313274871484,0.01933680794299312,0.005487166137482091,0.1428787420622921,-0.033717379249125004,0.0011371927869834107,0.0043846386452978,0.02565864702345292,0.03547550394670264
0,Lung Opacity,Air. Opacity,0.06604341889017779,0.2636623164763458,-0.025629521396158324,0.012326835233473988,0.44779771615008157,-0.0038320326061626205,0.011693147308666258,0.0780995106035889,-0.0055503241117246,0.007573795417507213,0.20880913539967366,0.040413897494019455,0.025098240808730386,0.0016313213703099,0.01971077249401948,0.04151292236165582
1,Atelectasis,Atelectasis,0.11561433447098964,0.2827479567042191,-0.0020709898843930398,0.004059140173410357,0.4596863264855312,0.018088338563468483,0.006211964943336661,0.0647227744643251,0.04010584458659662,0.014348886172107726,0.1910757676165231,-0.017502709537572242,0.011545817040573943,0.0017671747294013,-0.07550848988439302,0.023848349105946014
7,Lung Lesion,Lung Lesion,0.11577909270216957,0.2397476340694006,0.029800811635772317,0.0248963905956573,0.5331230283911672,0.03812376398706476,0.028682708849595253,0.0662460567823343,-0.02051247157224772,0.03696652083803726,0.1608832807570978,-0.0776553287151048,0.03862211225314303,0.0,,
6,Fracture,Fracture,0.13263157894736832,0.3174224343675417,0.04080200501253126,0.0229286920175255,0.3937947494033413,0.01951241740715422,0.018534135168566824,0.0835322195704057,-0.09182957393483707,0.019739310962264126,0.2052505966587112,-0.01315847758932212,0.023378317540314518,0.0,,
10,Pneumonia,Pneumonia,0.13421712481426437,0.2841494845360824,0.02083537291606008,0.021397370947213036,0.4336340206185567,-0.04307988114990502,0.022617976979183736,0.0824742268041237,0.09113724366435935,0.020011009695415412,0.1978092783505154,-0.01386072050502166,0.011847569864567711,0.0019329896907216,-0.003654423002307279,0.026513371483028934
2,Cardiomegaly,Cardiomegaly,0.16014397905759156,0.2425129475343391,-0.0032942034752619803,0.006456638811513481,0.4757937401486152,0.06769464787208104,0.006519556621564982,0.0630488628687232,-0.00850709643188748,0.005697263182603962,0.2150416572843954,0.1248511683399898,0.011238193888108036,0.003602792163927,-0.035292810717601764,0.015432354891674471
5,Enlarged Cardiomediastinum,Enlarged Card.,0.1877300613496931,0.3022339027595269,0.00609920391916716,0.007677966087708878,0.4283837056504599,0.03209013483407776,0.017644804449445453,0.0932982917214191,0.0161910593998775,0.018949378139504862,0.1734559789750328,-0.0480641689398578,0.007207667840492592,0.0026281208935611,-0.15563992651561537,0.02509145291965063
9,Pleural Other,Pleural Other,0.2318181818181817,0.2115384615384615,-0.038252596746024395,0.03170089484382494,0.5528846153846154,0.012696019854766058,0.022909610700872666,0.0288461538461538,0.19356558507215732,0.07750359794762812,0.20673076923076922,-0.029690228881331,0.03225376664413059,0.0,,
3,Consolidation,Consolidation,0.2358050847457626,0.2693069306930693,0.020356640577228764,0.012301814522413603,0.4762376237623762,-0.02035664057722876,0.012301814522413593,0.0792079207920792,0.15123899351840522,0.019068840649439905,0.1752475247524752,-0.08456609122735737,0.034768460921953175,0.0,,
4,Edema,Edema,0.2500787401574802,0.250897343862168,-0.00880327888651368,0.017254426617566813,0.4676956209619526,0.03696696409847634,0.0187783917475925,0.0455850681981335,-0.20034124651180513,0.038844622624697706,0.2351040918880114,0.04973749364567512,0.023384621985837035,0.0007178750897343,-0.030262506354324824,0.1878957024699479
11,Pneumothorax,Pneumothorax,0.3784313725490195,0.3190376569037657,0.1058759672864634,0.011306089074562325,0.4675732217573222,0.0,0.0,0.106694560669456,0.14397947098302405,0.011417707413231119,0.102510460251046,-0.14465598319864856,0.00937673966262255,0.00418410041841,-0.23445190156599546,0.0871131036161878
8,Pleural Effusion,Effusion,0.4058408371866634,0.23121066271751198,0.00777396705988922,0.007686932485669383,0.48167345427619407,0.001028339966362,0.0013416704451192727,0.0684931506849315,-0.0154143132941236,0.007805573712761295,0.21732691595705286,0.06764660111261693,0.005904396427011254,0.0012958163643095,-0.3381942360740465,0.11875056612158301
