,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.7135348226018396,0.04578153775322283,0.12614980289093297,-0.045781537753222835,0.07095926412614981,0.14287586965418456,0.04204993429697766,-0.06661487108655617,0.02890932982917214,-0.052410325632010715,0.018396846254927726,0.40213512891344383
1,Cardiomegaly,0.6692186444494483,0.006293465701315171,0.16775501013285296,0.018575435224470804,0.07002927268633191,-0.006293465701315171,0.04998874127448773,0.011507293257000062,0.03602792163927043,-0.03742288692318019,0.0069804098176086465,-0.023511596600599538
2,Lung Opacity,0.7024877650897227,0.04709915658688746,0.15742251223491027,-0.004474799811587382,0.05138662316476346,-0.03737224203545453,0.05281402936378467,0.11074015607694365,0.026916802610114192,-0.018252472915685436,0.00897226753670473,0.004474799811587382
3,Lung Lesion,0.7113564668769716,-0.04691329209942813,0.1167192429022082,-0.08463726884779516,0.05993690851735016,0.0,0.06782334384858044,0.11995104039167687,0.04416403785488959,0.024436090225563922,0.0,
4,Edema,0.7053122756640344,0.04354780079970921,0.1407035175879397,-0.04354780079970921,0.05778894472361809,0.04961990106364489,0.06173725771715721,0.06525618591125426,0.024766690595836326,-0.15120825628625162,0.009691313711414214,-0.1705319277838362
5,Consolidation,0.693069306930693,0.012857142857142845,0.1702970297029703,0.12584717607973417,0.04950495049504951,-0.018571428571428572,0.041584158415841586,-0.0128571428571429,0.03663366336633663,0.025752895752895744,0.00891089108910891,-0.1874603174603175
6,Pneumonia,0.7061855670103093,-0.008618563819293712,0.16172680412371135,0.07801664716160023,0.04768041237113402,0.008618563819293767,0.04961340206185567,0.12427317947390942,0.030283505154639175,-0.03709736487535831,0.004510309278350515,-0.21338915818842824
7,Atelectasis,0.7201237022310581,0.0028330495229653696,0.13099182681687652,-0.10680909450914755,0.05809586922907002,-0.0028330495229652586,0.04859730505853766,-0.10179606369510485,0.030925557764523968,0.035216923317882065,0.01126573889993373,0.17289199334589334
8,Pneumothorax,0.75418410041841,0.014563106796116498,0.10774058577405858,-0.014563106796116498,0.0397489539748954,-0.1550843127235565,0.051255230125523014,0.16177927481672283,0.04602510460251046,-0.016328331862312473,0.0010460251046025104,0.529126213592233
9,Pleural Effusion,0.7299148463532025,0.014796687234748251,0.12402813772676786,-0.012299886705088414,0.05609033691225472,0.012299886705088414,0.040910773787486115,-0.06154686448586777,0.03683820807108478,0.06774211434493782,0.012217697149203998,-0.10981232451603373
10,Pleural Other,0.6394230769230769,0.01173665871997065,0.1971153846153846,0.0,0.057692307692307696,0.08943089430894308,0.04807692307692308,-0.14390243902439023,0.057692307692307696,-0.24390243902439024,0.0,
11,Fracture,0.7804295942720764,0.10588264946063114,0.07875894988066826,-0.08483183483183482,0.04295942720763723,0.12728937728937728,0.06205250596658711,0.06318681318681318,0.03341288782816229,-0.06318681318681318,0.002386634844868735,-0.20604395604395603
12,Support Devices,0.698820683398851,0.001246896991505153,0.13804052010886,-0.01208450579994469,0.05745388569700635,-0.001246896991505153,0.04974296945872392,0.012830850568885221,0.039008164499546416,-0.07427831274017915,0.016933776837012398,0.07723054661751738
13,No Finding,0.6204518779342723,-0.029718916460138023,0.2051056338028169,0.054601791668996924,0.079518779342723,0.06704180877303068,0.04841549295774648,-0.04543722510821724,0.038438967136150234,0.029718916460138023,0.00806924882629108,-0.2454372251082173
