,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.4283837056504599,0.032186986952389196,0.30223390275952694,0.018983466013472144,0.09329829172141918,0.0,0.17345597897503284,-0.04129321382842509,0.002628120893561104,-0.15492957746478872
1,Cardiomegaly,0.4757937401486152,0.06036948144141707,0.2425129475343391,-0.01647101737630996,0.06304886286872326,0.0,0.2150416572843954,0.1411181750186985,0.0036027921639270434,-0.048214285714285765
2,Lung Opacity,0.44779771615008157,-0.01024174026356961,0.26366231647634586,-0.04727807293338904,0.07809951060358891,0.0,0.20880913539967375,0.011897234007832935,0.0016313213703099511,0.06853785900783294
3,Lung Lesion,0.5331230283911672,-0.007357521021488678,0.23974763406940064,0.007357521021488622,0.06624605678233439,0.030540478414972316,0.1608832807570978,-0.14873123026850107,0.0,
4,Edema,0.4676956209619526,0.042406815130045405,0.250897343862168,0.0,0.04558506819813352,-0.19067734558931204,0.23510409188801148,0.04800751345979537,0.0007178750897343862,-0.12374821173104433
5,Consolidation,0.4762376237623762,-0.003420417023358213,0.2693069306930693,0.0034204170233581577,0.07920792079207921,0.1328321817292405,0.17524752475247524,-0.03178646233855609,0.0,
6,Pneumonia,0.4336340206185567,-0.06681761362296279,0.28414948453608246,0.0,0.08247422680412371,0.12028769841269843,0.19780927835051546,-0.014942350447236408,0.0019329896907216496,0.031746031746031744
7,Atelectasis,0.45968632648553126,0.013779057544449747,0.28274795670421915,0.0,0.06472277446432516,0.05007199232081905,0.1910757676165231,-0.029104949421965287,0.0017671747294013696,-0.07578125000000002
8,Pneumothorax,0.4675732217573222,0.0,0.3190376569037657,0.10146330729453185,0.10669456066945607,0.15199368337939206,0.10251046025104603,-0.14032324339131624,0.0041841004184100415,-0.18624161073825501
9,Pleural Effusion,0.481673454276194,0.0,0.23121066271751203,0.008654117760003577,0.0684931506849315,-0.007605376321748292,0.21732691595705295,0.06639434742243877,0.001295816364309515,-0.2037443724607445
10,Pleural Other,0.5528846153846154,-0.02181036860005517,0.21153846153846154,-0.0018498942917547778,0.028846153846153848,0.17239252995066945,0.20673076923076922,0.00184989429175475,0.0,
11,Fracture,0.3937947494033413,0.028753437504967505,0.31742243436754175,0.012895611120825323,0.08353221957040573,-0.08033747158594157,0.2052505966587112,-0.012895611120825323,0.0,
12,Support Devices,0.45464166918657395,0.0,0.29286362261868765,0.007489150680763945,0.10523132748714847,0.025971487983976083,0.14287874206229212,-0.03211553993063809,0.004384638645297853,-0.027189431556253862
13,No Finding,0.3573943661971831,-0.13829846943437207,0.36913145539906106,0.0,0.16681338028169015,0.04615981028366556,0.09991197183098592,-0.26096652495978756,0.0067488262910798125,0.13021013340706433
