,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.3885355141602302,0.024321056271062957,0.2605633802816901,0.0,0.09041344843253067,-0.010375913277517967,0.19688020596698472,0.03366351463125661,0.005982129335150689,-0.021380302311294508
1,Cardiomegaly,0.2914354482850839,0.025570227811688828,0.1910142408236946,0.0,0.06271311091796483,-0.009369125172676518,0.15337300260747477,0.032193828523161216,0.004546366249916427,-0.0014361012168254694
2,Lung Opacity,0.30072302558398223,0.023793926920416042,0.20545050055617353,0.0,0.07525027808676307,-0.00922792439028397,0.14098998887652947,0.01900912936271726,0.004838709677419355,-0.022506207643335885
3,Lung Lesion,0.33043998802753666,0.012806577480490522,0.23346303501945526,0.0,0.12840466926070038,0.08881118881118888,0.11104459742592038,-0.021210864607090985,0.006884166417240347,-0.11672240802675582
4,Edema,0.30999357621363677,0.02320703132047186,0.1987703037533266,0.0,0.07121226025511608,-0.014552455474007853,0.1596769753143067,0.038534403158531516,0.0046801872074883,-0.022486556949649628
5,Consolidation,0.3799350201831249,0.00947590602941728,0.24997538643300188,5.1840855306850564e-05,0.09244855764497391,-0.006231397285710316,0.17278724032686818,0.0,0.005414984739588461,-0.08376068376068369
6,Pneumonia,0.30152054351342605,0.0,0.21675833063733418,0.02444750496444814,0.09640892914914267,0.06547224702595267,0.1297314784859269,-0.04429109629360073,0.004529278550630864,-0.10423053341508282
7,Atelectasis,0.2952613194490213,0.01699487626828,0.1976537270150926,0.0,0.06729058195478811,-0.024667053562418273,0.13682198642325183,0.015440117804200626,0.004613458116390958,-0.05644262373172004
8,Pneumothorax,0.28867313915857606,-0.018594156122361483,0.20323624595469256,0.0,0.11618122977346278,0.010104146337136077,0.07313915857605179,-0.05960768840538866,0.009385113268608414,0.18482319349879206
9,Pleural Effusion,0.26418663303909207,0.009250794421297281,0.17367241137732942,0.0018218572734131078,0.05555555555555555,-0.024851632576000426,0.12400168137873056,0.0,0.004133389379291019,-0.0361581920903955
10,Pleural Other,0.3643022359290671,0.07464229098470343,0.2733230531996916,0.06067075345886408,0.09907478797224364,0.0,0.17733230531996916,-0.013855523600067698,0.005782575173477255,-0.08197146562905322
11,Fracture,0.37376322074377344,0.03538689171089093,0.25162060730126234,0.002417192865846851,0.10440122824974411,0.0,0.19208461276015013,-0.00627474198678879,0.006653019447287615,-0.09326294620412268
12,Support Devices,0.2543139092562986,0.0,0.20012128562765313,0.002141988236622039,0.07872539831302718,-0.0017448557571738688,0.09631181432273003,-0.048951030728593414,0.005898891890401896,0.04073007814161933
13,No Finding,0.10183339976086091,-0.08585497797386377,0.11628138700677561,0.0,0.06377042646472698,0.020269655098543282,0.03487445197289757,-0.13575713061574246,0.004085292945396573,0.02800593558634812
