,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.6525821596244131,0.017496778143716973,0.06769650159018628,-0.031276586797151396,0.02968347720733,-0.043278367375154336,0.1312282295926094,0.05891112353950345,0.10457367863092534,0.059082019212500225,0.014235953354535816,-0.017496778143717084
1,Cardiomegaly,0.6533395734438724,-0.006195251739664398,0.09694457444674734,-0.0594205118071337,0.03958012970515478,-0.102675404630992,0.11051681486929198,0.08480211372220692,0.08791870027411915,0.07809096059354814,0.011700207260814334,0.006195251739664287
2,Lung Opacity,0.6651279199110123,0.008276383704931223,0.08793103448275862,-0.10990941228293138,0.03337041156840934,-0.10100365643220399,0.11262513904338153,0.09504572628384533,0.08993325917686318,0.11695552724126534,0.011012235817575083,-0.008276383704931334
3,Lung Lesion,0.6566896138880575,-0.025907856305694588,0.07273271475606106,-0.11835602208516799,0.02873391200239449,-0.15436425253784286,0.11733014067644418,0.025907856305694588,0.11224184375935349,0.07963574746215707,0.012271774917689314,0.08750566616134414
4,Edema,0.662934752684225,-0.004750191668796311,0.08626227402037258,-0.05351494744740659,0.036707350646967056,-0.01755750063889594,0.11682114343397265,0.03726575152135547,0.0853445902541984,0.013517768178308298,0.011929888960264293,0.004750191668796311
5,Consolidation,0.6667323028453284,0.027862627626360603,0.06694890223491189,-0.16189624107173894,0.027370286501919857,-0.029712576238899335,0.11991729841488628,0.08970715890894299,0.1086935118637393,0.0979396498063515,0.010337698139214336,-0.027862627626360714
6,Pneumonia,0.6580394694273698,-0.029245969208388956,0.08120349401488192,-0.18106347793454625,0.026205111614364285,-0.15991350990542813,0.11371724361048205,0.08511221757643972,0.10902620511161436,0.1416397743382617,0.01180847622128761,0.029245969208388845
7,Atelectasis,0.6772556514861926,0.02416213735468964,0.07961510578000396,-0.12131282004621113,0.034666842417452055,-0.04960456330408636,0.1072958544783497,0.07542229556307667,0.09048968562578263,0.10580018719369955,0.010676860212219074,-0.024162137354689528
8,Pneumothorax,0.7288025889967638,0.02958154842754146,0.062135922330097085,-0.1251697837216592,0.02524271844660194,-0.1027338862857618,0.0889967637540453,0.0452847617328862,0.08932038834951456,0.032438911930514736,0.005501618122977346,-0.02958154842754157
9,Pleural Effusion,0.6883844752697211,0.015577060266105947,0.08147681098500771,-0.05397624550014246,0.03607958525991313,-0.015577060266105947,0.09590864508897295,0.023240870758594934,0.08750175143617767,0.042369102489341115,0.01064873196020737,-0.04778196573365834
10,Pleural Other,0.6198920585967618,-0.0015016381507099164,0.0558982266769468,-0.16266993459950047,0.020046260601387818,-0.11200680462602569,0.1395528141865844,0.031214614838487753,0.14880493446414803,0.1229473603799528,0.015805705474171164,0.0015016381507098053
11,Fracture,0.6605254179460934,0.030301167443346988,0.05168884339815762,-0.0803340438050506,0.016547253497099967,-0.06199509650825907,0.12862504264756056,0.016281585927684028,0.12964858410098942,0.16266578249336872,0.012964858410098942,-0.016281585927683917
12,Support Devices,0.679420034180495,-0.0028699459373583425,0.0861127956337174,-0.0202311133252685,0.03919730966425933,0.0020526982257921267,0.09972986382931805,0.0216593065344598,0.08297039528088648,-0.0020526982257921267,0.012569601411323668,0.03488266343417179
13,No Finding,0.6095057791948983,-0.047037948042363165,0.16191709844559585,0.027408298860970626,0.05958549222797927,0.0348999376569572,0.09107214029493822,0.0046276222072085815,0.06486648066958947,-0.0046276222072085815,0.013053009166998805,-0.07988471347020965
