,diseases,%M,Gap_M,%F,Gap_F
0,Enlarged Cardiomediastinum,0.5906406179009541,0.016926918808161884,0.4093593820990459,-0.016926918808161884
1,Cardiomegaly,0.5907601791803169,0.006936487342294129,0.4092398208196831,-0.006936487342294129
2,Lung Opacity,0.5867074527252503,0.032258799471904576,0.41329254727474973,-0.032258799471904576
3,Lung Lesion,0.579167913798264,0.03951981357122114,0.420832086201736,-0.03951981357122114
4,Edema,0.5833715701569239,0.009100343095370222,0.4166284298430761,-0.009100343095370222
5,Consolidation,0.5908240622230974,-0.015794768885968535,0.40917593777690264,0.015794768885968535
6,Pneumonia,0.5926884503396959,-0.010838122721644416,0.4073115496603041,0.010838122721644416
7,Atelectasis,0.5964542279048309,0.022329717765548374,0.40354577209516906,-0.022329717765548374
8,Pneumothorax,0.5899676375404531,-0.00014070841709090676,0.41003236245954694,0.00014070841709090676
9,Pleural Effusion,0.587992153565924,0.005751122591390323,0.41200784643407595,-0.005751122591390323
10,Pleural Other,0.5851966075558982,0.04577168158063594,0.41480339244410175,-0.04577168158063594
11,Fracture,0.5800068236096895,0.004995938261575961,0.4199931763903105,-0.004995938261575961
12,Support Devices,0.602017751805502,0.0003922417795529931,0.39798224819449807,-0.0003922417795529931
13,No Finding,0.5315862893583101,-0.05824376436288359,0.4684137106416899,0.05824376436288359
