,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.3885355141602302,0.023866643943218357,0.2605633802816901,0.0,0.09041344843253067,-0.010034917394294962,0.19688020596698472,0.03198801779446936,0.005982129335150689,-0.014243725146134367
1,Cardiomegaly,0.2914354482850839,0.0,0.1910142408236946,-0.02107901908057097,0.06271311091796483,-0.03469649099894301,0.15337300260747477,0.010500676730723524,0.004546366249916427,0.005846591905860787
2,Lung Opacity,0.30072302558398223,0.02186922264537272,0.20545050055617353,0.0,0.07525027808676307,-0.017242158935346308,0.14098998887652947,0.019465223738265314,0.004838709677419355,-0.015738476186920036
3,Lung Lesion,0.33043998802753666,0.013826223680612593,0.23346303501945526,-0.01311078858248671,0.12840466926070038,0.07476799929630118,0.11104459742592038,0.0,0.006884166417240347,-0.10664479081214107
4,Edema,0.30999357621363677,0.012537874830216289,0.1987703037533266,-0.030145021997718735,0.07121226025511608,-0.043612290276935584,0.1596769753143067,0.02941176470588236,0.0046801872074883,0.0
5,Consolidation,0.3799350201831249,0.012792099123076217,0.24997538643300188,0.0,0.09244855764497391,-0.003891581006165379,0.17278724032686818,0.003526749095870807,0.005414984739588461,-0.019420673851552217
6,Pneumonia,0.30152054351342605,0.0,0.21675833063733418,0.02141438729101275,0.09640892914914267,0.04453869862027249,0.1297314784859269,-0.053048708700352054,0.004529278550630864,-0.1474555487431024
7,Atelectasis,0.2952613194490213,0.020883225956271123,0.1976537270150926,0.0,0.06729058195478811,-0.019352843373517614,0.13682198642325183,0.009177593558803432,0.004613458116390958,-0.06639355975801453
8,Pneumothorax,0.28867313915857606,-0.005190052087887365,0.20323624595469256,0.005021024430921006,0.11618122977346278,0.0,0.07313915857605179,-0.05971602534079423,0.009385113268608414,0.1113245605609452
9,Pleural Effusion,0.26418663303909207,0.006379641240690459,0.17367241137732942,0.0023834104785280807,0.05555555555555555,-0.008801590185307906,0.12400168137873056,0.0,0.004133389379291019,-0.01016949152542379
10,Pleural Other,0.3643022359290671,0.06819426430321374,0.2733230531996916,0.04962873121017708,0.09907478797224364,0.0,0.17733230531996916,-0.02713584841820338,0.005782575173477255,-0.05032425421530484
11,Fracture,0.37376322074377344,0.026345464612620773,0.25162060730126234,0.0029864226149260986,0.10440122824974411,-0.012627845691266404,0.19208461276015013,0.0,0.006653019447287615,-0.10853030924078877
12,Support Devices,0.2543139092562986,0.0,0.20012128562765313,0.002354526882047847,0.07872539831302718,-0.0032442415509451594,0.09631181432273003,-0.04541457276299499,0.005898891890401896,0.04178965986008654
13,No Finding,0.10183339976086091,-0.09256510999652878,0.11628138700677561,0.0,0.06377042646472698,0.0259158097686375,0.03487445197289757,-0.2246199045170767,0.004085292945396573,0.047714590256442424
