,diseases,%White,Gap_White,%Black,Gap_Black,%Hisp,Gap_Hisp,%Other,Gap_Other,%Asian,Gap_Asian,%American,Gap_American
0,Enlarged Cardiomediastinum,0.6525821596244131,0.02516648729079085,0.06769650159018628,-0.02516648729079085,0.02968347720733,-0.03909152039127939,0.1312282295926094,0.06400915438526711,0.10457367863092534,0.06289018467307805,0.014235953354535816,-0.026499249440345873
1,Cardiomegaly,0.6533395734438724,0.0017437576749896877,0.09694457444674734,-0.0503151862464184,0.03958012970515478,-0.08423410516533736,0.11051681486929198,0.07175377927082294,0.08791870027411915,0.07356314074977932,0.011700207260814334,-0.0017437576749897987
2,Lung Opacity,0.6651279199110123,0.020175202987311014,0.08793103448275862,-0.10793132205272804,0.03337041156840934,-0.09936712217923027,0.11262513904338153,0.09001559387015245,0.08993325917686318,0.1159822903130393,0.011012235817575083,-0.020175202987311125
3,Lung Lesion,0.6566896138880575,-0.025006743809647847,0.07273271475606106,-0.07687660212131714,0.02873391200239449,-0.12741672557810724,0.11733014067644418,0.025006743809647847,0.11224184375935349,0.06099994108855944,0.012271774917689314,0.027308884177990378
4,Edema,0.662934752684225,0.009230343300110744,0.08626227402037258,-0.02720906670436607,0.036707350646967056,-0.009230343300110744,0.11682114343397265,0.031103513730525556,0.0853445902541984,0.025662129818168844,0.011929888960264293,-0.036538035607803
5,Consolidation,0.6667323028453284,0.02505695721880008,0.06694890223491189,-0.16203174713476654,0.027370286501919857,-0.04489251734213007,0.11991729841488628,0.08594468481732465,0.1086935118637393,0.09531053760521646,0.010337698139214336,-0.02505695721880008
6,Pneumonia,0.6580394694273698,-0.0052228552955913,0.08120349401488192,-0.15577698097576148,0.026205111614364285,-0.13802084502573447,0.11371724361048205,0.10555606521784244,0.10902620511161436,0.137595523073324,0.01180847622128761,0.005222855295591411
7,Atelectasis,0.6772556514861926,0.023028607951405378,0.07961510578000396,-0.11303555750581629,0.034666842417452055,-0.04227472352198236,0.1072958544783497,0.06663681504735097,0.09048968562578263,0.09205685867569757,0.010676860212219074,-0.023028607951405378
8,Pneumothorax,0.7288025889967638,-0.0005405822843462804,0.062135922330097085,-0.19352644670116098,0.02524271844660194,-0.18591426721398152,0.0889967637540453,0.020659159359445067,0.08932038834951456,0.0005405822843462804,0.005501618122977346,0.11499071016158413
9,Pleural Effusion,0.6883844752697211,0.012992279251203942,0.08147681098500771,-0.04501358337762629,0.03607958525991313,-0.012992279251203942,0.09590864508897295,0.0173650788941363,0.08750175143617767,0.04154921802428635,0.01064873196020737,-0.0448778183416485
10,Pleural Other,0.6198920585967618,0.02468602111394247,0.0558982266769468,-0.10929493616861025,0.020046260601387818,-0.05611191229593121,0.1395528141865844,0.0459917851116336,0.14880493446414803,0.1289219657431282,0.015805705474171164,-0.02468602111394247
11,Fracture,0.6605254179460934,0.039766070972139356,0.05168884339815762,-0.0576627059964665,0.016547253497099967,-0.039766070972139356,0.12862504264756056,0.04194247998632272,0.12964858410098942,0.14694038589166958,0.012964858410098942,-0.06621750884517252
12,Support Devices,0.679420034180495,-0.013875203395368185,0.0861127956337174,-0.02496232154256839,0.03919730966425933,0.006410418156076125,0.09972986382931805,0.016318682740327883,0.08297039528088648,-0.006410418156076125,0.012569601411323668,0.04221987851583631
13,No Finding,0.6095057791948983,-0.06799176034323073,0.16191709844559585,0.023383649925754812,0.05958549222797927,0.038045857283614315,0.09107214029493822,0.0018310493534605676,0.06486648066958947,-0.0018310493534606787,0.013053009166998805,-0.08146191672133862
