,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.3885355141602302,0.02404426292117179,0.2605633802816901,0.0,0.09041344843253067,-0.02806680890649116,0.19688020596698472,0.036432611271321025,0.005982129335150689,-0.07462873244825052
1,Cardiomegaly,0.2914354482850839,0.023449084819462396,0.1910142408236946,0.0,0.06271311091796483,-0.025916221184193455,0.15337300260747477,0.03512091472053991,0.004546366249916427,-0.011586608742201743
2,Lung Opacity,0.30072302558398223,0.02791584712071382,0.20545050055617353,0.0,0.07525027808676307,-0.035582361040916166,0.14098998887652947,0.03197209825838365,0.004838709677419355,-0.040475701510371054
3,Lung Lesion,0.33043998802753666,0.006479933110367875,0.23346303501945526,0.0,0.12840466926070038,0.019230769230769273,0.11104459742592038,-0.028733844771580586,0.006884166417240347,-0.04877369007803789
4,Edema,0.30999357621363677,0.02342144673144575,0.1987703037533266,-0.005431535495084461,0.07121226025511608,-0.01682838083687077,0.1596769753143067,0.032792427315753936,0.0046801872074883,0.0
5,Consolidation,0.3799350201831249,0.01143314845548593,0.24997538643300188,0.0,0.09244855764497391,-0.033653493258102296,0.17278724032686818,0.00481805767351251,0.005414984739588461,-0.0953632425077876
6,Pneumonia,0.30152054351342605,0.0,0.21675833063733418,0.02969860995451923,0.09640892914914267,0.0276701615923034,0.1297314784859269,-0.039577825821711876,0.004529278550630864,-0.08330778663396698
7,Atelectasis,0.2952613194490213,0.028679202591339936,0.1976537270150926,0.0,0.06729058195478811,-0.032001852396766894,0.13682198642325183,0.0281114899571534,0.004613458116390958,-0.09096365455151711
8,Pneumothorax,0.28867313915857606,0.011710605238353655,0.20323624595469256,0.0,0.11618122977346278,-0.065880985753065,0.07313915857605179,-0.14298799391240635,0.009385113268608414,0.06177245772018447
9,Pleural Effusion,0.26418663303909207,0.01110093814827906,0.17367241137732942,0.0,0.05555555555555555,-0.024409325852927544,0.12400168137873056,0.01883345526148461,0.004133389379291019,-0.02184451084021033
10,Pleural Other,0.3643022359290671,0.08509316770186337,0.2733230531996916,0.043263629116330415,0.09907478797224364,-0.05320588732870918,0.17733230531996916,0.0,0.005782575173477255,-0.07681159420289851
11,Fracture,0.37376322074377344,0.03374291567392196,0.25162060730126234,0.022441520907968804,0.10440122824974411,-0.06320598103065977,0.19208461276015013,0.0,0.006653019447287615,-0.30277360295122285
12,Support Devices,0.2543139092562986,0.014390460783066605,0.20012128562765313,0.0,0.07872539831302718,-0.0032398083200222416,0.09631181432273003,-0.020821368706054222,0.005898891890401896,0.0730645451970855
13,No Finding,0.10183339976086091,-0.06810327046619613,0.11628138700677561,0.0,0.06377042646472698,0.0493533097686375,0.03487445197289757,-0.20747704737421957,0.004085292945396573,0.07210483415888147
